menuIdx,지면제목,URL,바이트,SHA256_앞16,수집일
1779,부두현황,https://incheon.mof.go.kr/ko/page.do?menuIdx=1779,4557287,0323530FA6EE8B37,2026-08-29
1774,인천신항,https://incheon.mof.go.kr/ko/page.do?menuIdx=1774,4546371,46A34AFCAEE3F700,2026-08-29
1771,내항,https://incheon.mof.go.kr/ko/page.do?menuIdx=1771,4549264,406B4DB7B0F29ECC,2026-08-29
1773,남항,https://incheon.mof.go.kr/ko/page.do?menuIdx=1773,4548128,3E4928090E1879AC,2026-08-29
1770,북항,https://incheon.mof.go.kr/ko/page.do?menuIdx=1770,4549415,B970737ECABBE441,2026-08-29
4214,국제여객터미널,https://incheon.mof.go.kr/ko/page.do?menuIdx=4214,4547184,AC61A11200617698,2026-08-29
