reqYymm,year,cstmSgn,portCd,statKor,expCnt,expDlr,impCnt,impDlr,balPayments
202510,202510,150,ICN,인천국제공항,3114,172709260,221,7674839,165034421
202510,202510,151,ICN,인천국제공항,7716,2571826124,1176,305036886,2266789238
202510,202510,152,ICN,인천국제공항,9177,3317281104,2726,646046411,2671234693
202510,202510,153,ICN,인천국제공항,1636,43701962,75,2326651,41375311
202510,202510,154,ICN,인천국제공항,131,2432000,9,70240,2361760
202510,202510,122,KPO,포항공항,0,0,1,2968,-2968
202510,202510,010,KRBNP,부산신항,67,2141367,588,23273594,-21132227
202510,202510,011,KRBNP,부산신항,80,2778661,0,0,2778661
202510,202510,012,KRBNP,부산신항,309,8113487,4893,348526892,-340413405
202510,202510,014,KRBNP,부산신항,517,30396843,264,12197509,18199334
202510,202510,016,KRBNP,부산신항,469,46447551,1777,113240761,-66793210
202510,202510,017,KRBNP,부산신항,476,25660231,106,4522832,21137399
202510,202510,020,KRBNP,부산신항,861,43253791,809,30032066,13221725
202510,202510,021,KRBNP,부산신항,723,44688425,3433,270090597,-225402172
202510,202510,023,KRBNP,부산신항,282,11880934,108,9080601,2800333
202510,202510,030,KRBNP,부산신항,18228,1493882128,38476,4100982239,-2607100111
202510,202510,033,KRBNP,부산신항,590,29164343,1543,101388190,-72223847
202510,202510,039,KRBNP,부산신항,184,20806554,222,21243983,-437429
202510,202510,040,KRBNP,부산신항,23,823383,464,19873197,-19049814
202510,202510,041,KRBNP,부산신항,14,653218,791,31088323,-30435105
202510,202510,050,KRBNP,부산신항,193,17723270,80,1221012,16502258
202510,202510,051,KRBNP,부산신항,1,185650,103,32727595,-32541945
202510,202510,052,KRBNP,부산신항,2,121948,0,0,121948
202510,202510,053,KRBNP,부산신항,11844,318761776,620,40944596,277817180
202510,202510,054,KRBNP,부산신항,16,997464,6,5351150,-4353686
202510,202510,056,KRBNP,부산신항,278,17802042,194,34961443,-17159401
202510,202510,060,KRBNP,부산신항,2212,175293389,21,2265320,173028069
202510,202510,062,KRBNP,부산신항,580,46772314,39,34279776,12492538
202510,202510,070,KRBNP,부산신항,41,2729159,85,14911894,-12182735
202510,202510,071,KRBNP,부산신항,1359,49672330,33,2321943,47350387
202510,202510,080,KRBNP,부산신항,118,13013094,50,2098154,10914940
202510,202510,081,KRBNP,부산신항,80,9732746,33,22050120,-12317374
202510,202510,082,KRBNP,부산신항,94,6363735,67,3575544,2788191
202510,202510,084,KRBNP,부산신항,67,3994268,4,3598622,395646
202510,202510,090,KRBNP,부산신항,0,0,71,1216854,-1216854
202510,202510,100,KRBNP,부산신항,20,3164263,2,110400,3053863
202510,202510,101,KRBNP,부산신항,4,302470,0,0,302470
202510,202510,102,KRBNP,부산신항,71,6082036,9,247368,5834668
202510,202510,110,KRBNP,부산신항,2549,307738455,1074,314592512,-6854057
202510,202510,120,KRBNP,부산신항,1290,78724889,101,10875332,67849557
202510,202510,121,KRBNP,부산신항,954,58926257,142,19086882,39839375
202510,202510,122,KRBNP,부산신항,348,30552751,45,19264099,11288652
202510,202510,130,KRBNP,부산신항,71,2718671,49,3828569,-1109898
202510,202510,131,KRBNP,부산신항,321,11248813,1032,104876300,-93627487
202510,202510,140,KRBNP,부산신항,165,19744346,29,2468370,17275976
202510,202510,150,KRBNP,부산신항,375,27148212,30,23092719,4055493
202510,202510,151,KRBNP,부산신항,303,32654796,319,37966014,-5311218
202510,202510,152,KRBNP,부산신항,876,64180923,204,25554051,38626872
202510,202510,153,KRBNP,부산신항,283,22150512,58,4851459,17299053
202510,202510,154,KRBNP,부산신항,398,29556127,9,580059,28976068
202510,202510,084,KRBOR,보령항,0,0,25,285869068,-285869068
202510,202510,140,KRBOR,보령항,0,0,2,1050,-1050
202510,202510,152,KRBOR,보령항,0,0,2,80,-80
202510,202510,090,KRCHA,제주항,4,112990,18,780047,-667057
202510,202510,020,KRCHF,진해항,1,23973,0,0,23973
202510,202510,030,KRCHF,진해항,2,101241210,0,0,101241210
202510,202510,053,KRCHF,진해항,0,0,24,9503408,-9503408
202510,202510,102,KRCHF,진해항,1,665,0,0,665
202510,202510,080,KRCHG,장항항,0,0,11,12981670,-12981670
202510,202510,150,KRCHG,장항항,1,130308,0,0,130308
202510,202510,070,KRDBL,대불항,3,2631815,0,0,2631815
202510,202510,012,KRGIN,경인항,2,231899,2,144920,86979
202510,202510,016,KRGIN,경인항,0,0,4,97249,-97249
202510,202510,020,KRGIN,경인항,254,2057307,804,28709761,-26652454
202510,202510,021,KRGIN,경인항,0,0,2,33163,-33163
202510,202510,040,KRGIN,경인항,0,0,4,235310,-235310
202510,202510,041,KRGIN,경인항,0,0,8,309777,-309777
202510,202510,053,KRGIN,경인항,0,0,6,95433,-95433
202510,202510,131,KRGIN,경인항,0,0,1,23182,-23182
202510,202510,153,KRGIN,경인항,0,0,1,1920,-1920
202510,202510,100,KRHSA,호산항,0,0,3,35373755,-35373755
202510,202510,010,KRINC,인천항,1078,17911716,451,6512896,11398820
202510,202510,011,KRINC,인천항,150,7069247,0,0,7069247
202510,202510,012,KRINC,인천항,694,28087873,709,54574033,-26486160
202510,202510,014,KRINC,인천항,1549,92698223,125,10529998,82168225
202510,202510,016,KRINC,인천항,1033,124606776,517,26990283,97616493
202510,202510,017,KRINC,인천항,1424,138027143,155,7103218,130923925
202510,202510,020,KRINC,인천항,57051,1818095829,537385,6010341262,-4192245433
202510,202510,021,KRINC,인천항,1744,111553389,285,15350630,96202759
202510,202510,023,KRINC,인천항,2058,77885192,53,3093442,74791750
202510,202510,030,KRINC,인천항,211,22129055,29,2807142,19321913
202510,202510,033,KRINC,인천항,54,1471984,28,702982,769002
202510,202510,039,KRINC,인천항,419,2351418,4,250221,2101197
202510,202510,040,KRINC,인천항,287,92839342,486,42486911,50352431
202510,202510,041,KRINC,인천항,58,1922349,299,22837224,-20914875
202510,202510,050,KRINC,인천항,18,1165777,10,177952,987825
202510,202510,053,KRINC,인천항,296,10683343,26,2405922,8277421
202510,202510,054,KRINC,인천항,1,47768,0,0,47768
202510,202510,056,KRINC,인천항,17,272748,0,0,272748
202510,202510,060,KRINC,인천항,30,518113,0,0,518113
202510,202510,062,KRINC,인천항,29,821704,0,0,821704
202510,202510,070,KRINC,인천항,8,477685,0,0,477685
202510,202510,071,KRINC,인천항,125,3517724,21,406541,3111183
202510,202510,080,KRINC,인천항,35,5812591,1,5244,5807347
202510,202510,081,KRINC,인천항,59,2095292,46,1559251,536041
202510,202510,082,KRINC,인천항,76,3031885,31,329282,2702603
202510,202510,084,KRINC,인천항,15,358944,0,0,358944
202510,202510,090,KRINC,인천항,2,17648,1,24192,-6544
202510,202510,100,KRINC,인천항,15,1846866,1,9585,1837281
202510,202510,102,KRINC,인천항,102,5321079,15,255795,5065284
202510,202510,110,KRINC,인천항,90,29997968,26,1194856,28803112
202510,202510,120,KRINC,인천항,335,16513270,26,919398,15593872
202510,202510,121,KRINC,인천항,270,36868651,74,2028989,34839662
202510,202510,122,KRINC,인천항,89,26301747,0,0,26301747
202510,202510,130,KRINC,인천항,479,19700760,79,1636266,18064494
202510,202510,131,KRINC,인천항,460,19994001,124,10376329,9617672
202510,202510,150,KRINC,인천항,263,25242884,15,445273,24797611
202510,202510,151,KRINC,인천항,383,32054514,110,16627220,15427294
202510,202510,152,KRINC,인천항,1111,209210160,318,15054658,194155502
202510,202510,153,KRINC,인천항,173,8743344,12,419115,8324229
202510,202510,154,KRINC,인천항,1020,108905291,0,0,108905291
202510,202510,010,KRKAN,광양항,1,28052,1,18283,9769
202510,202510,011,KRKAN,광양항,2,54175,0,0,54175
202510,202510,012,KRKAN,광양항,17,403242,1,54757,348485
202510,202510,014,KRKAN,광양항,37,2898357,8,713478,2184879
202510,202510,016,KRKAN,광양항,34,3609533,9,1063624,2545909
202510,202510,017,KRKAN,광양항,4,15970,0,0,15970
202510,202510,020,KRKAN,광양항,117,1812388,0,0,1812388
202510,202510,021,KRKAN,광양항,16,1148298,0,0,1148298
202510,202510,023,KRKAN,광양항,3,181131,0,0,181131
202510,202510,030,KRKAN,광양항,26,7874365,12,1391576,6482789
202510,202510,033,KRKAN,광양항,14,689990,0,0,689990
202510,202510,039,KRKAN,광양항,19,743773,0,0,743773
202510,202510,040,KRKAN,광양항,2,30500,0,0,30500
202510,202510,050,KRKAN,광양항,1,76606,0,0,76606
202510,202510,051,KRKAN,광양항,0,0,5,3663113,-3663113
202510,202510,052,KRKAN,광양항,0,0,5,178965,-178965
202510,202510,053,KRKAN,광양항,11,410414,0,0,410414
202510,202510,056,KRKAN,광양항,29,1782600,0,0,1782600
202510,202510,060,KRKAN,광양항,4302,392853153,10,356925,392496228
202510,202510,062,KRKAN,광양항,6209,1061602249,5929,1192325504,-130723255
202510,202510,070,KRKAN,광양항,128,9064232,9,929768,8134464
202510,202510,071,KRKAN,광양항,1327,54220931,7,887413,53333518
202510,202510,080,KRKAN,광양항,367,34185577,33,1640588,32544989
202510,202510,081,KRKAN,광양항,236,17106115,21,32384763,-15278648
202510,202510,082,KRKAN,광양항,410,30558726,34,1868241,28690485
202510,202510,084,KRKAN,광양항,17,1285230,0,0,1285230
202510,202510,102,KRKAN,광양항,1,68795,0,0,68795
202510,202510,110,KRKAN,광양항,20,1760332,0,0,1760332
202510,202510,120,KRKAN,광양항,89,37768050,0,0,37768050
202510,202510,121,KRKAN,광양항,108,5409641,0,0,5409641
202510,202510,122,KRKAN,광양항,47,4525255,0,0,4525255
202510,202510,130,KRKAN,광양항,3,145866,0,0,145866
202510,202510,131,KRKAN,광양항,3,16430,1,33646,-17216
202510,202510,150,KRKAN,광양항,112,3763483,0,0,3763483
202510,202510,151,KRKAN,광양항,29,6342456,0,0,6342456
202510,202510,152,KRKAN,광양항,86,36141232,0,0,36141232
202510,202510,153,KRKAN,광양항,4,820540,1,68935,751605
202510,202510,154,KRKAN,광양항,342,31433064,0,0,31433064
202510,202510,020,KRKCN,감천항,761,25953758,0,0,25953758
202510,202510,030,KRKCN,감천항,1002,35620546,693,127799196,-92178650
202510,202510,033,KRKCN,감천항,0,0,1,100,-100
202510,202510,050,KRKCN,감천항,5,196646,0,0,196646
202510,202510,052,KRKCN,감천항,11,129491,0,0,129491
202510,202510,053,KRKCN,감천항,0,0,4,26006,-26006
202510,202510,110,KRKCN,감천항,2,43473,6,1880795,-1837322
202510,202510,152,KRKCN,감천항,29,1244298,0,0,1244298
202510,202510,051,KRKHN,고현항,75,630208329,28,27082955,603125374
202510,202510,030,KRKPO,포항항,0,0,4,233,-233
202510,202510,039,KRKPO,포항항,1,112514,0,0,112514
202510,202510,053,KRKPO,포항항,8,692947,0,0,692947
202510,202510,060,KRKPO,포항항,6,628220,0,0,628220
202510,202510,062,KRKPO,포항항,8,514898,0,0,514898
202510,202510,080,KRKPO,포항항,0,0,1,81847,-81847
202510,202510,110,KRKPO,포항항,1,179764,1,650,179114
202510,202510,120,KRKPO,포항항,1,343921,0,0,343921
202510,202510,121,KRKPO,포항항,1,92321,0,0,92321
202510,202510,122,KRKPO,포항항,1187,352846872,205,89191731,263655141
202510,202510,152,KRKPO,포항항,10,1996663,0,0,1996663
202510,202510,012,KRKUV,군산항,3,495755,1,608,495147
202510,202510,014,KRKUV,군산항,2,107879,0,0,107879
202510,202510,016,KRKUV,군산항,1,11951,0,0,11951
202510,202510,017,KRKUV,군산항,1,30407,0,0,30407
202510,202510,020,KRKUV,군산항,15,2779805,5069,27630394,-24850589
202510,202510,023,KRKUV,군산항,3,58535,0,0,58535
202510,202510,030,KRKUV,군산항,10,201425,0,0,201425
202510,202510,033,KRKUV,군산항,1,8966,0,0,8966
202510,202510,040,KRKUV,군산항,1,30435,0,0,30435
202510,202510,050,KRKUV,군산항,2,432367,0,0,432367
202510,202510,053,KRKUV,군산항,3,2257945,0,0,2257945
202510,202510,054,KRKUV,군산항,2,44820,0,0,44820
202510,202510,071,KRKUV,군산항,16,965591,0,0,965591
202510,202510,080,KRKUV,군산항,335,53726168,173117,270386723,-216660555
202510,202510,081,KRKUV,군산항,5,269247,5,216298,52949
202510,202510,082,KRKUV,군산항,53,17344932,29,812955,16531977
202510,202510,102,KRKUV,군산항,3,9754,0,0,9754
202510,202510,110,KRKUV,군산항,8,5212148,0,0,5212148
202510,202510,121,KRKUV,군산항,18,421291,0,0,421291
202510,202510,122,KRKUV,군산항,1,27739,0,0,27739
202510,202510,150,KRKUV,군산항,3,171503,0,0,171503
202510,202510,151,KRKUV,군산항,4,1440040,0,0,1440040
202510,202510,152,KRKUV,군산항,4,430427,0,0,430427
202510,202510,012,KRMAS,마산항,2,46909,0,0,46909
202510,202510,014,KRMAS,마산항,1,45110,0,0,45110
202510,202510,016,KRMAS,마산항,10,27074977,47,1985934,25089043
202510,202510,017,KRMAS,마산항,22,429051,80,3969498,-3540447
202510,202510,020,KRMAS,마산항,854,38151018,0,0,38151018
202510,202510,021,KRMAS,마산항,8,1335674,0,0,1335674
202510,202510,023,KRMAS,마산항,17,441945,0,0,441945
202510,202510,030,KRMAS,마산항,20,13238959,5,2883896,10355063
202510,202510,033,KRMAS,마산항,3,253220,0,0,253220
202510,202510,039,KRMAS,마산항,5,30829320,0,0,30829320
202510,202510,050,KRMAS,마산항,664,495198369,265,108810937,386387432
202510,202510,051,KRMAS,마산항,0,0,2,5983008,-5983008
202510,202510,053,KRMAS,마산항,221,215184302,2,1221094,213963208
202510,202510,054,KRMAS,마산항,1,1001172,0,0,1001172
202510,202510,056,KRMAS,마산항,7,757698,7,1360459,-602761
202510,202510,060,KRMAS,마산항,3,3715072,0,0,3715072
202510,202510,062,KRMAS,마산항,1,248922,0,0,248922
202510,202510,071,KRMAS,마산항,1,7883,0,0,7883
202510,202510,080,KRMAS,마산항,30,5367291,0,0,5367291
202510,202510,081,KRMAS,마산항,1,332500,0,0,332500
202510,202510,082,KRMAS,마산항,2,39945,0,0,39945
202510,202510,110,KRMAS,마산항,37,53175736,0,0,53175736
202510,202510,120,KRMAS,마산항,28,13775121,0,0,13775121
202510,202510,121,KRMAS,마산항,12,13640089,0,0,13640089
202510,202510,122,KRMAS,마산항,10,1390386,0,0,1390386
202510,202510,130,KRMAS,마산항,1,56488,0,0,56488
202510,202510,150,KRMAS,마산항,1,18400,0,0,18400
202510,202510,151,KRMAS,마산항,17,56640088,0,0,56640088
202510,202510,152,KRMAS,마산항,33,3957730,0,0,3957730
202510,202510,154,KRMAS,마산항,2,13497589,0,0,13497589
202510,202510,110,KRMIP,미포항,16,245939335,0,0,245939335
202510,202510,020,KRMOK,목포항,2,53274,0,0,53274
202510,202510,070,KRMOK,목포항,138,896917917,36,50578292,846339625
202510,202510,020,KRMUK,묵호항,7,312542,0,0,312542
202510,202510,100,KRMUK,묵호항,147,7805981,0,0,7805981
202510,202510,100,KROKK,옥계항,3,3273320,5,329647,2943673
202510,202510,051,KROKP,옥포항,28,3046794348,20,43843614,3002950734
202510,202510,030,KRONS,온산항,0,0,1,54,-54
202510,202510,110,KRONS,온산항,318,1027357571,15,893267728,134089843
202510,202510,010,KRPTK,평택항,17,144491,1,2546,141945
202510,202510,011,KRPTK,평택항,1,9438,0,0,9438
202510,202510,012,KRPTK,평택항,31,3679013,62,2345079,1333934
202510,202510,014,KRPTK,평택항,88,5756510,4,42043,5714467
202510,202510,016,KRPTK,평택항,5252,1688192218,207617,2620223089,-932030871
202510,202510,017,KRPTK,평택항,57,20560043,0,0,20560043
202510,202510,020,KRPTK,평택항,713,26951415,4374,32056122,-5104707
202510,202510,021,KRPTK,평택항,139,22464968,1424,72023924,-49558956
202510,202510,023,KRPTK,평택항,29,6397852,0,0,6397852
202510,202510,030,KRPTK,평택항,125,32346862,69,14080244,18266618
202510,202510,033,KRPTK,평택항,6,390770,0,0,390770
202510,202510,039,KRPTK,평택항,1,4438,8707,307709,-303271
202510,202510,040,KRPTK,평택항,4,284,10,262347,-262063
202510,202510,050,KRPTK,평택항,20,735986,0,0,735986
202510,202510,053,KRPTK,평택항,110,7158716,6,2717277,4441439
202510,202510,054,KRPTK,평택항,1,29190,0,0,29190
202510,202510,056,KRPTK,평택항,18,4494110,2,332413,4161697
202510,202510,060,KRPTK,평택항,2,47442,0,0,47442
202510,202510,062,KRPTK,평택항,3,313968,0,0,313968
202510,202510,071,KRPTK,평택항,18,1778645,1,257796,1520849
202510,202510,080,KRPTK,평택항,7,6662098,2,124620,6537478
202510,202510,081,KRPTK,평택항,29,1485953,0,0,1485953
202510,202510,082,KRPTK,평택항,24,2219646,1,46885,2172761
202510,202510,084,KRPTK,평택항,2,24108,0,0,24108
202510,202510,102,KRPTK,평택항,11,387306,2,10740,376566
202510,202510,110,KRPTK,평택항,4,112790,34,923420,-810630
202510,202510,120,KRPTK,평택항,69,8874669,0,0,8874669
202510,202510,121,KRPTK,평택항,234,83045845,6,344784,82701061
202510,202510,130,KRPTK,평택항,11,264287,0,0,264287
202510,202510,131,KRPTK,평택항,15,1950203,7,217932,1732271
202510,202510,140,KRPTK,평택항,0,0,1,500,-500
202510,202510,150,KRPTK,평택항,59,3125501,6,527033,2598468
202510,202510,151,KRPTK,평택항,263,43243575,18,582636,42660939
202510,202510,152,KRPTK,평택항,927,287020466,248,87867563,199152903
202510,202510,153,KRPTK,평택항,9,407439,2,688998,-281559
202510,202510,154,KRPTK,평택항,499,59468437,1,8,59468429
202510,202510,010,KRPUS,부산항,2023,28380040,110,3983389,24396651
202510,202510,011,KRPUS,부산항,362,10957420,0,0,10957420
202510,202510,012,KRPUS,부산항,2437,131052655,587,65864272,65188383
202510,202510,014,KRPUS,부산항,3611,237794799,54,9253366,228541433
202510,202510,016,KRPUS,부산항,3693,340857196,765,237365818,103491378
202510,202510,017,KRPUS,부산항,2459,116746494,121,7782988,108963506
202510,202510,020,KRPUS,부산항,11793,546229996,319,13038073,533191923
202510,202510,021,KRPUS,부산항,4122,372088502,679,107221138,264867364
202510,202510,023,KRPUS,부산항,2459,140442395,16,3483633,136958762
202510,202510,030,KRPUS,부산항,45586,3335525303,51190,4047852544,-712327241
202510,202510,033,KRPUS,부산항,3669,208056000,3111,91184813,116871187
202510,202510,037,KRPUS,부산항,0,0,19,33455,-33455
202510,202510,039,KRPUS,부산항,2243,137985964,68606,56807064,81178900
202510,202510,040,KRPUS,부산항,317,14626228,107,4388961,10237267
202510,202510,041,KRPUS,부산항,38,3742567,121,10046211,-6303644
202510,202510,050,KRPUS,부산항,1068,62760789,64,1187301,61573488
202510,202510,051,KRPUS,부산항,18,852870,119,14517109,-13664239
202510,202510,052,KRPUS,부산항,6,531526,0,0,531526
202510,202510,053,KRPUS,부산항,9524,441592671,750,33276201,408316470
202510,202510,054,KRPUS,부산항,21,588293,2,120932,467361
202510,202510,056,KRPUS,부산항,1246,122936745,119,15919571,107017174
202510,202510,060,KRPUS,부산항,1727,120355411,14,1363828,118991583
202510,202510,062,KRPUS,부산항,654,68319831,24,7421363,60898468
202510,202510,070,KRPUS,부산항,363,17902974,103,9454157,8448817
202510,202510,071,KRPUS,부산항,1125,101645789,109,7105919,94539870
202510,202510,080,KRPUS,부산항,891,103466042,51,3165251,100300791
202510,202510,081,KRPUS,부산항,723,92414998,45,2450046,89964952
202510,202510,082,KRPUS,부산항,1484,125977903,86,5002784,120975119
202510,202510,084,KRPUS,부산항,92,7364063,7,899643,6464420
202510,202510,090,KRPUS,부산항,65,971902,49,2487305,-1515403
202510,202510,100,KRPUS,부산항,59,2547238,4,201820,2345418
202510,202510,101,KRPUS,부산항,13,676162,44,1260723,-584561
202510,202510,102,KRPUS,부산항,619,32902254,45,771910,32130344
202510,202510,110,KRPUS,부산항,8316,943742102,733,65368316,878373786
202510,202510,120,KRPUS,부산항,7791,501812325,185,14765006,487047319
202510,202510,121,KRPUS,부산항,6156,558842061,563,33631125,525210936
202510,202510,122,KRPUS,부산항,2051,206891472,59,20767815,186123657
202510,202510,130,KRPUS,부산항,760,26511960,6,733019,25778941
202510,202510,131,KRPUS,부산항,1264,54569914,160,12096011,42473903
202510,202510,140,KRPUS,부산항,24,4735432,40,4785196,-49764
202510,202510,150,KRPUS,부산항,2886,222004904,81,165878131,56126773
202510,202510,151,KRPUS,부산항,3250,350604471,374,117414067,233190404
202510,202510,152,KRPUS,부산항,4443,421774654,309,48218392,373556262
202510,202510,153,KRPUS,부산항,2152,168340078,53,4616466,163723612
202510,202510,154,KRPUS,부산항,1285,131881708,9,224710,131656998
202510,202510,030,KRSCP,삼천포항,0,0,1,50,-50
202510,202510,052,KRSCP,삼천포항,0,0,16,75463341,-75463341
202510,202510,056,KRSCP,삼천포항,0,0,1,1645295,-1645295
202510,202510,062,KRSHG,포항신항,1,30324,0,0,30324
202510,202510,110,KRSHG,포항신항,0,0,5,7292736,-7292736
202510,202510,122,KRSHG,포항신항,52,15474136,103,332903248,-317429112
202510,202510,152,KRSHG,포항신항,1,90905,0,0,90905
202510,202510,014,KRSHO,속초항,23,898776,0,0,898776
202510,202510,020,KRSHO,속초항,677,24074164,0,0,24074164
202510,202510,023,KRSHO,속초항,1,18089,0,0,18089
202510,202510,030,KRSHO,속초항,2,44965,0,0,44965
202510,202510,053,KRSHO,속초항,6,235793,0,0,235793
202510,202510,060,KRSHO,속초항,2,179886,0,0,179886
202510,202510,100,KRSHO,속초항,1,37884,0,0,37884
202510,202510,101,KRSHO,속초항,209,8239905,4,3049335,5190570
202510,202510,020,KRSUK,삼척항,1,7022,0,0,7022
202510,202510,152,KRTAN,태안항,0,0,2,225,-225
202510,202510,154,KRTAN,태안항,0,0,11,90578967,-90578967
202510,202510,010,KRTGH,동해항,23,254853,0,0,254853
202510,202510,012,KRTGH,동해항,3,69778,0,0,69778
202510,202510,014,KRTGH,동해항,4,102760,0,0,102760
202510,202510,016,KRTGH,동해항,0,0,1,90,-90
202510,202510,017,KRTGH,동해항,9,154232,0,0,154232
202510,202510,020,KRTGH,동해항,531,18741540,1,11481,18730059
202510,202510,021,KRTGH,동해항,1,45512,0,0,45512
202510,202510,023,KRTGH,동해항,47,1625134,0,0,1625134
202510,202510,030,KRTGH,동해항,7,72179,0,0,72179
202510,202510,050,KRTGH,동해항,1,16794919,0,0,16794919
202510,202510,100,KRTGH,동해항,597,33224455,147,128107129,-94882674
202510,202510,101,KRTGH,동해항,0,0,2,91854,-91854
202510,202510,110,KRTGH,동해항,1,14740,0,0,14740
202510,202510,130,KRTGH,동해항,1,25599,0,0,25599
202510,202510,131,KRTGH,동해항,7,702935,0,0,702935
202510,202510,140,KRTGH,동해항,0,0,3,620,-620
202510,202510,151,KRTGH,동해항,245,8611845,0,0,8611845
202510,202510,154,KRTGH,동해항,1,71332,0,0,71332
202510,202510,016,KRTJI,당진항,3,7988704,59,244498836,-236510132
202510,202510,020,KRTJI,당진항,47,7063175,0,0,7063175
202510,202510,023,KRTJI,당진항,2,868858,0,0,868858
202510,202510,039,KRTJI,당진항,4,708819,0,0,708819
202510,202510,053,KRTJI,당진항,3,603000,0,0,603000
202510,202510,060,KRTJI,당진항,27,2628452,0,0,2628452
202510,202510,062,KRTJI,당진항,1,105721,0,0,105721
202510,202510,080,KRTJI,당진항,13,2686319,0,0,2686319
202510,202510,110,KRTJI,당진항,32,2578821,0,0,2578821
202510,202510,122,KRTJI,당진항,4,1263387,0,0,1263387
202510,202510,152,KRTJI,당진항,519,187372103,1,79323,187292780
202510,202510,154,KRTJI,당진항,0,0,13,121661145,-121661145
202510,202510,016,KRTSN,대산항,0,0,1,15,-15
202510,202510,152,KRTSN,대산항,0,0,4,120,-120
202510,202510,154,KRTSN,대산항,468,998669001,162,2085228023,-1086559022
202510,202510,030,KRTYG,통영항,7,91006,0,0,91006
202510,202510,039,KRTYG,통영항,2,27450,0,0,27450
202510,202510,054,KRTYG,통영항,10,21411800,258,33524584,-12112784
202510,202510,110,KRTYG,통영항,1,185,0,0,185
202510,202510,140,KRTYG,통영항,0,0,3,2960,-2960
202510,202510,014,KRUSN,울산항,1,185082,0,0,185082
202510,202510,017,KRUSN,울산항,4,1172810,0,0,1172810
202510,202510,020,KRUSN,울산항,3,625246,0,0,625246
202510,202510,023,KRUSN,울산항,1,623163,0,0,623163
202510,202510,030,KRUSN,울산항,2,34589,4,693,33896
202510,202510,033,KRUSN,울산항,1,155930,0,0,155930
202510,202510,039,KRUSN,울산항,1,3256491,0,0,3256491
202510,202510,050,KRUSN,울산항,4,1942125,0,0,1942125
202510,202510,053,KRUSN,울산항,5,1852149,0,0,1852149
202510,202510,060,KRUSN,울산항,9,5512839,2,5092346,420493
202510,202510,070,KRUSN,울산항,3,1954657,0,0,1954657
202510,202510,080,KRUSN,울산항,15,3692949,0,0,3692949
202510,202510,082,KRUSN,울산항,3,427037,0,0,427037
202510,202510,110,KRUSN,울산항,5283,3552041258,2326,4542350255,-990308997
202510,202510,120,KRUSN,울산항,20,4103236,0,0,4103236
202510,202510,122,KRUSN,울산항,9,658749,0,0,658749
202510,202510,152,KRUSN,울산항,2,305572,0,0,305572
202510,202510,154,KRUSN,울산항,1,53832,0,0,53832
202510,202510,122,KRYMH,영일만항,1,13910,34,7193345,-7179435
202510,202510,060,KRYOC,여천항,0,0,104,1305846868,-1305846868
202510,202510,010,KRYOS,여수항,1,67000,0,0,67000
202510,202510,030,KRYOS,여수항,3,328487,8,4574,323913
202510,202510,060,KRYOS,여수항,372,1419278413,251,1549477386,-130198973
202510,202510,062,KRYOS,여수항,3,214435,0,0,214435
202510,202510,140,KRYOS,여수항,0,0,1,2450,-2450
202510,202510,152,KRYOS,여수항,5,482487,0,0,482487
202510,202510,010,KRZZZ,기타불개항,34,35175871,0,0,35175871
202510,202510,012,KRZZZ,기타불개항,0,0,2,28207,-28207
202510,202510,016,KRZZZ,기타불개항,0,0,1,152,-152
202510,202510,020,KRZZZ,기타불개항,0,0,27,7395485,-7395485
202510,202510,030,KRZZZ,기타불개항,1,49600,0,0,49600
202510,202510,040,KRZZZ,기타불개항,0,0,2,5716,-5716
202510,202510,051,KRZZZ,기타불개항,1,579691,1,96452,483239
202510,202510,054,KRZZZ,기타불개항,4,4913,10,338723487,-338718574
202510,202510,062,KRZZZ,기타불개항,0,0,8,56246569,-56246569
202510,202510,070,KRZZZ,기타불개항,5,455450,5,1137348,-681898
202510,202510,080,KRZZZ,기타불개항,2,3939,0,0,3939
202510,202510,081,KRZZZ,기타불개항,6,3712,0,0,3712
202510,202510,082,KRZZZ,기타불개항,5,3000,0,0,3000
202510,202510,084,KRZZZ,기타불개항,0,0,1,31601046,-31601046
202510,202510,090,KRZZZ,기타불개항,2,271148,0,0,271148
202510,202510,100,KRZZZ,기타불개항,2,564,2,57598003,-57597439
202510,202510,121,KRZZZ,기타불개항,0,0,1,108000,-108000
202510,202510,080,KUV,군산공항,1,2294,0,0,2294
202510,202510,012,PUS,김해국제공항,1,1656,0,0,1656
202510,202510,016,PUS,김해국제공항,1,186,4,19574,-19388
202510,202510,017,PUS,김해국제공항,0,0,28,1423934,-1423934
202510,202510,020,PUS,김해국제공항,1,3600,0,0,3600
202510,202510,021,PUS,김해국제공항,3,58591,0,0,58591
202510,202510,023,PUS,김해국제공항,4,280885,0,0,280885
202510,202510,030,PUS,김해국제공항,425,10713135,113,84384,10628751
202510,202510,033,PUS,김해국제공항,45,567042,1,1622,565420
202510,202510,039,PUS,김해국제공항,71,386826,1,115,386711
202510,202510,040,PUS,김해국제공항,33,332427,21,1836762,-1504335
202510,202510,050,PUS,김해국제공항,58,11463444,3,15986,11447458
202510,202510,051,PUS,김해국제공항,2,2684,1,1908,776
202510,202510,053,PUS,김해국제공항,80,677949,1,448,677501
202510,202510,056,PUS,김해국제공항,11,1686163,23,1197229,488934
202510,202510,060,PUS,김해국제공항,3,260424,0,0,260424
202510,202510,082,PUS,김해국제공항,1,4378,0,0,4378
