reqYymm,year,cstmSgn,portCd,statKor,expCnt,expDlr,impCnt,impDlr,balPayments
202504,202504,110,KRPTK,평택항,10,1268076,1,373,1267703
202504,202504,120,KRPTK,평택항,60,10167261,0,0,10167261
202504,202504,121,KRPTK,평택항,224,55291495,14,415607,54875888
202504,202504,130,KRPTK,평택항,18,1180902,0,0,1180902
202504,202504,131,KRPTK,평택항,34,2031269,20,542470,1488799
202504,202504,140,KRPTK,평택항,0,0,1,100,-100
202504,202504,150,KRPTK,평택항,43,2916046,9,750889,2165157
202504,202504,151,KRPTK,평택항,333,55627561,53,3578610,52048951
202504,202504,152,KRPTK,평택항,986,248583966,249,69218052,179365914
202504,202504,153,KRPTK,평택항,14,2445403,0,0,2445403
202504,202504,154,KRPTK,평택항,431,47796286,1,101,47796185
202504,202504,010,KRPUS,부산항,1986,45482883,134,4691654,40791229
202504,202504,011,KRPUS,부산항,445,14157711,0,0,14157711
202504,202504,012,KRPUS,부산항,2645,144872555,696,122168575,22703980
202504,202504,014,KRPUS,부산항,5055,349252151,78,10849465,338402686
202504,202504,016,KRPUS,부산항,4275,416286341,875,276569541,139716800
202504,202504,017,KRPUS,부산항,3476,174256147,110,6312410,167943737
202504,202504,020,KRPUS,부산항,9575,480398529,381,15333147,465065382
202504,202504,021,KRPUS,부산항,5250,463274973,686,151990267,311284706
202504,202504,023,KRPUS,부산항,3245,181656378,14,1515235,180141143
202504,202504,030,KRPUS,부산항,53969,4187064762,64449,4766559723,-579494961
202504,202504,033,KRPUS,부산항,5090,290140028,4149,121558400,168581628
202504,202504,037,KRPUS,부산항,0,0,7,10345,-10345
202504,202504,039,KRPUS,부산항,10340,179517569,66447,27517835,151999734
202504,202504,040,KRPUS,부산항,372,13814625,127,8641481,5173144
202504,202504,041,KRPUS,부산항,64,4234739,92,9146460,-4911721
202504,202504,050,KRPUS,부산항,1265,94259576,78,1457896,92801680
202504,202504,051,KRPUS,부산항,14,1458169,164,23059619,-21601450
202504,202504,052,KRPUS,부산항,7,165957,0,0,165957
202504,202504,053,KRPUS,부산항,10975,520811968,866,32949425,487862543
202504,202504,054,KRPUS,부산항,50,3769613,19,462910,3306703
202504,202504,056,KRPUS,부산항,1563,137158732,150,14787016,122371716
202504,202504,060,KRPUS,부산항,1999,155701539,26,3538458,152163081
202504,202504,062,KRPUS,부산항,813,94562101,17,510054,94052047
202504,202504,070,KRPUS,부산항,541,33704470,93,7823157,25881313
202504,202504,071,KRPUS,부산항,1308,115666653,108,5400326,110266327
202504,202504,080,KRPUS,부산항,1035,132237715,52,3118261,129119454
202504,202504,081,KRPUS,부산항,908,146698563,39,2141911,144556652
202504,202504,082,KRPUS,부산항,1881,158868265,104,2941992,155926273
202504,202504,084,KRPUS,부산항,92,4127618,16,1432692,2694926
202504,202504,090,KRPUS,부산항,63,1347335,59,1770649,-423314
202504,202504,100,KRPUS,부산항,73,2562462,14,886895,1675567
202504,202504,101,KRPUS,부산항,13,831783,21,563226,268557
202504,202504,102,KRPUS,부산항,619,51094351,60,1371970,49722381
202504,202504,110,KRPUS,부산항,9624,1031239023,832,93339026,937899997
202504,202504,120,KRPUS,부산항,9849,648568618,242,16708377,631860241
202504,202504,121,KRPUS,부산항,7596,679923755,696,54082285,625841470
202504,202504,122,KRPUS,부산항,2385,322120479,71,21433684,300686795
202504,202504,130,KRPUS,부산항,1040,41143739,11,594124,40549615
202504,202504,131,KRPUS,부산항,1591,72933899,149,12585204,60348695
202504,202504,140,KRPUS,부산항,33,3916549,54,3381893,534656
202504,202504,150,KRPUS,부산항,3766,293706195,136,140326142,153380053
202504,202504,151,KRPUS,부산항,3897,475737714,629,94780258,380957456
202504,202504,152,KRPUS,부산항,5675,632208069,341,56519958,575688111
202504,202504,153,KRPUS,부산항,2656,212377017,59,7220156,205156861
202504,202504,154,KRPUS,부산항,1682,163253739,12,541882,162711857
202504,202504,030,KRSCP,삼천포항,0,0,1,23,-23
202504,202504,052,KRSCP,삼천포항,2,221336,5,32326334,-32104998
202504,202504,110,KRSHG,포항신항,0,0,28,11579287,-11579287
202504,202504,122,KRSHG,포항신항,46,18423797,117,316036656,-297612859
202504,202504,030,KRSHO,속초항,1,13334,0,0,13334
202504,202504,101,KRSHO,속초항,1,560,41,5841778,-5841218
202504,202504,154,KRTAN,태안항,0,0,4,42150012,-42150012
202504,202504,010,KRTGH,동해항,78,789918,0,0,789918
202504,202504,012,KRTGH,동해항,43,709691,0,0,709691
202504,202504,014,KRTGH,동해항,4,77187,0,0,77187
202504,202504,017,KRTGH,동해항,32,455090,0,0,455090
202504,202504,020,KRTGH,동해항,651,19408004,0,0,19408004
202504,202504,021,KRTGH,동해항,5,110118,0,0,110118
202504,202504,023,KRTGH,동해항,73,1328694,0,0,1328694
202504,202504,030,KRTGH,동해항,5,47561,1,30,47531
202504,202504,039,KRTGH,동해항,1,1886,0,0,1886
202504,202504,050,KRTGH,동해항,2,33462119,0,0,33462119
202504,202504,053,KRTGH,동해항,5,120969,0,0,120969
202504,202504,082,KRTGH,동해항,3,1912869,0,0,1912869
202504,202504,100,KRTGH,동해항,580,30078637,176,74879640,-44801003
202504,202504,101,KRTGH,동해항,0,0,4,48127,-48127
202504,202504,120,KRTGH,동해항,1,2162,0,0,2162
202504,202504,130,KRTGH,동해항,8,199022,0,0,199022
202504,202504,131,KRTGH,동해항,11,716423,0,0,716423
202504,202504,150,KRTGH,동해항,2,38835,0,0,38835
202504,202504,151,KRTGH,동해항,230,7317203,0,0,7317203
202504,202504,153,KRTGH,동해항,2,46043,0,0,46043
202504,202504,016,KRTJI,당진항,6,20145332,77,298590217,-278444885
202504,202504,020,KRTJI,당진항,56,12208752,0,0,12208752
202504,202504,039,KRTJI,당진항,14,1643167,0,0,1643167
202504,202504,060,KRTJI,당진항,26,5190401,0,0,5190401
202504,202504,080,KRTJI,당진항,1,81076,0,0,81076
202504,202504,122,KRTJI,당진항,1,159302,0,0,159302
202504,202504,152,KRTJI,당진항,579,241261181,4,16415633,224845548
202504,202504,154,KRTJI,당진항,0,0,2,19388920,-19388920
202504,202504,060,KRTSN,대산항,1,1795016,0,0,1795016
202504,202504,110,KRTSN,대산항,0,0,1,496231,-496231
202504,202504,154,KRTSN,대산항,545,1110616099,160,2034816743,-924200644
202504,202504,030,KRTYG,통영항,4,13175,3,1209448,-1196273
202504,202504,054,KRTYG,통영항,16,97465949,268,73253405,24212544
202504,202504,014,KRUSN,울산항,2,289114,0,0,289114
202504,202504,016,KRUSN,울산항,1,33812,3,266086,-232274
202504,202504,020,KRUSN,울산항,2,458600,0,0,458600
202504,202504,021,KRUSN,울산항,1,24090,0,0,24090
202504,202504,023,KRUSN,울산항,2,1065893,0,0,1065893
202504,202504,030,KRUSN,울산항,5,175152,16,291772,-116620
202504,202504,033,KRUSN,울산항,1,193,1,257392,-257199
202504,202504,039,KRUSN,울산항,4,6417167,0,0,6417167
202504,202504,051,KRUSN,울산항,0,0,2,9208888,-9208888
202504,202504,053,KRUSN,울산항,0,0,1,68931,-68931
202504,202504,056,KRUSN,울산항,5,182947,0,0,182947
202504,202504,060,KRUSN,울산항,19,10088911,0,0,10088911
202504,202504,080,KRUSN,울산항,10,4906945,0,0,4906945
202504,202504,110,KRUSN,울산항,5900,3897556629,2108,3850495640,47060989
202504,202504,120,KRUSN,울산항,12,4610002,0,0,4610002
202504,202504,121,KRUSN,울산항,1,46794,0,0,46794
202504,202504,122,KRUSN,울산항,4,1521466,0,0,1521466
202504,202504,130,KRUSN,울산항,1,1344,0,0,1344
202504,202504,151,KRUSN,울산항,1,2718,0,0,2718
202504,202504,152,KRUSN,울산항,11,3417027,0,0,3417027
202504,202504,122,KRYMH,영일만항,0,0,65,76104923,-76104923
202504,202504,060,KRYOC,여천항,0,0,74,574117915,-574117915
202504,202504,016,KRYOS,여수항,0,0,2,241674,-241674
202504,202504,030,KRYOS,여수항,0,0,6,1733,-1733
202504,202504,060,KRYOS,여수항,334,1401204610,256,2621758596,-1220553986
202504,202504,062,KRYOS,여수항,3,265300,0,0,265300
202504,202504,110,KRYOS,여수항,0,0,3,3725250,-3725250
202504,202504,152,KRYOS,여수항,4,1076694,0,0,1076694
202504,202504,154,KRYOS,여수항,1,3462787,0,0,3462787
202504,202504,010,KRZZZ,기타불개항,38,19107858,0,0,19107858
202504,202504,016,KRZZZ,기타불개항,0,0,2,569,-569
202504,202504,017,KRZZZ,기타불개항,0,0,6,312730,-312730
202504,202504,020,KRZZZ,기타불개항,0,0,38,1189538,-1189538
202504,202504,040,KRZZZ,기타불개항,0,0,1,135,-135
202504,202504,051,KRZZZ,기타불개항,1,231810,3,198104,33706
202504,202504,054,KRZZZ,기타불개항,1,1346,7,243316631,-243315285
202504,202504,056,KRZZZ,기타불개항,0,0,1,57095880,-57095880
202504,202504,062,KRZZZ,기타불개항,0,0,1,7976594,-7976594
202504,202504,070,KRZZZ,기타불개항,3,360875,1,426191,-65316
202504,202504,081,KRZZZ,기타불개항,2,3806,0,0,3806
202504,202504,082,KRZZZ,기타불개항,5,7321,0,0,7321
202504,202504,090,KRZZZ,기타불개항,6,605816,0,0,605816
202504,202504,100,KRZZZ,기타불개항,1,1450,10,376863702,-376862252
202504,202504,121,KRZZZ,기타불개항,0,0,1,238500,-238500
202504,202504,080,KUV,군산공항,4,4809,0,0,4809
202504,202504,010,PUS,김해국제공항,2,19541,0,0,19541
202504,202504,012,PUS,김해국제공항,1,2525,0,0,2525
202504,202504,016,PUS,김해국제공항,0,0,1,52689,-52689
202504,202504,017,PUS,김해국제공항,3,24207,31,1160620,-1136413
202504,202504,021,PUS,김해국제공항,7,134200,0,0,134200
202504,202504,023,PUS,김해국제공항,3,11430,0,0,11430
202504,202504,030,PUS,김해국제공항,325,9073819,97,190055,8883764
202504,202504,033,PUS,김해국제공항,63,643641,1,8,643633
202504,202504,037,PUS,김해국제공항,0,0,1,624,-624
202504,202504,039,PUS,김해국제공항,83,856867,0,0,856867
202504,202504,040,PUS,김해국제공항,32,220114,18,562137,-342023
202504,202504,041,PUS,김해국제공항,0,0,1,639,-639
202504,202504,050,PUS,김해국제공항,83,13378155,2,14109,13364046
202504,202504,053,PUS,김해국제공항,81,1168881,4,18256,1150625
202504,202504,056,PUS,김해국제공항,12,1080008,34,704103,375905
202504,202504,060,PUS,김해국제공항,2,79318,0,0,79318
202504,202504,070,PUS,김해국제공항,1,18905,0,0,18905
202504,202504,071,PUS,김해국제공항,2,56534,0,0,56534
202504,202504,110,PUS,김해국제공항,22,35530,4,9293,26237
202504,202504,120,PUS,김해국제공항,6,15067,0,0,15067
202504,202504,121,PUS,김해국제공항,0,0,37,4794272,-4794272
202504,202504,122,PUS,김해국제공항,1,13223,0,0,13223
202504,202504,130,PUS,김해국제공항,1,4090,0,0,4090
202504,202504,140,PUS,김해국제공항,246,1407482,1046,10708848,-9301366
202504,202504,151,PUS,김해국제공항,1,3700,0,0,3700
202504,202504,030,TAE,대구국제공항,2,81207,0,0,81207
202504,202504,120,TAE,대구국제공항,13,43987,78,266272,-222285
202504,202504,121,TAE,대구국제공항,0,0,2,39540,-39540
202504,202504,010,ZZZZZ,기타항,1,2091,0,0,2091
202504,202504,011,ZZZZZ,기타항,1,5636,0,0,5636
202504,202504,012,ZZZZZ,기타항,2,5451,0,0,5451
202504,202504,017,ZZZZZ,기타항,3,2510,0,0,2510
202504,202504,130,ZZZZZ,기타항,1,11353,0,0,11353
202504,총계,,-,-,1088158,58035741079,4601632,53232716112,4803024967
202505,202505,010,010,서울세관,114,2774,0,0,2774
202505,202505,012,010,서울세관,433,25588,0,0,25588
202505,202505,017,010,서울세관,14,277,0,0,277
202505,202505,040,010,서울세관,0,0,1,57676,-57676
202505,202505,130,010,서울세관,251,8254,0,0,8254
202505,202505,010,037,부산국제우편세관,5,585,0,0,585
202505,202505,011,037,부산국제우편세관,1,2290,0,0,2290
202505,202505,021,037,부산국제우편세관,1,3035,0,0,3035
202505,202505,023,037,부산국제우편세관,2,2168,0,0,2168
202505,202505,030,037,부산국제우편세관,6,18658,0,0,18658
202505,202505,033,037,부산국제우편세관,7,14470,0,0,14470
202505,202505,037,037,부산국제우편세관,1,12728,15,33381,-20653
202505,202505,039,037,부산국제우편세관,3,15823,0,0,15823
202505,202505,040,037,부산국제우편세관,0,0,2,244,-244
202505,202505,050,037,부산국제우편세관,1,2841,0,0,2841
202505,202505,053,037,부산국제우편세관,1,3664,0,0,3664
202505,202505,082,037,부산국제우편세관,104,6287,0,0,6287
202505,202505,152,037,부산국제우편세관,1,3865,0,0,3865
202505,202505,040,040,인천공항세관,0,0,12,26277,-26277
202505,202505,150,CJJ,청주국제공항,1,7630,0,0,7630
202505,202505,151,CJJ,청주국제공항,0,0,135,435775,-435775
202505,202505,153,CJJ,청주국제공항,2,2432,0,0,2432
202505,202505,090,CJU,제주국제공항,3,2159,219,838746,-836587
202505,202505,010,GMP,김포국제공항,16,2425426,0,0,2425426
202505,202505,011,GMP,김포국제공항,1,1568,0,0,1568
202505,202505,012,GMP,김포국제공항,1,13,0,0,13
202505,202505,017,GMP,김포국제공항,12,59804,0,0,59804
202505,202505,020,GMP,김포국제공항,662,58961,0,0,58961
202505,202505,023,GMP,김포국제공항,299,3142204,0,0,3142204
202505,202505,040,GMP,김포국제공항,10944,1315645,0,0,1315645
202505,202505,041,GMP,김포국제공항,234,1159971,3278,51456220,-50296249
202505,202505,071,GMP,김포국제공항,10,9410,0,0,9410
202505,202505,120,GMP,김포국제공항,8,1205234,0,0,1205234
202505,202505,130,GMP,김포국제공항,79,80828,0,0,80828
202505,202505,131,GMP,김포국제공항,6,87429,0,0,87429
202505,202505,150,GMP,김포국제공항,2,36188,0,0,36188
202505,202505,152,GMP,김포국제공항,1,2417,0,0,2417
202505,202505,153,GMP,김포국제공항,1,2910,0,0,2910
202505,202505,056,HIN,진주(사천)공항,2,96439794,0,0,96439794
202505,202505,010,ICN,인천국제공항,38933,220643841,2009,124822119,95821722
202505,202505,011,ICN,인천국제공항,2954,7070232,3,4684,7065548
202505,202505,012,ICN,인천국제공항,12229,1959193538,1612,954871351,1004322187
202505,202505,014,ICN,인천국제공항,9836,201087632,243,16246960,184840672
202505,202505,016,ICN,인천국제공항,9416,1804842162,3436,522998959,1281843203
202505,202505,017,ICN,인천국제공항,26994,272641011,3153,155048054,117592957
202505,202505,020,ICN,인천국제공항,17909,1319280368,3723,1046991173,272289195
202505,202505,021,ICN,인천국제공항,21197,1378279973,9209,828929009,549350964
202505,202505,023,ICN,인천국제공항,35757,256843317,1375,176090189,80753128
202505,202505,030,ICN,인천국제공항,7901,117514350,1169,89207329,28307021
202505,202505,033,ICN,인천국제공항,429,5012780,11,264331,4748449
202505,202505,037,ICN,인천국제공항,0,0,3,4222,-4222
202505,202505,039,ICN,인천국제공항,3298,12529245,233,19178642,-6649397
202505,202505,040,ICN,인천국제공항,401754,6576511501,3525190,8585469231,-2008957730
202505,202505,041,ICN,인천국제공항,13670,24248167,2387,136772404,-112524237
202505,202505,050,ICN,인천국제공항,517,9835738,129,6941856,2893882
202505,202505,051,ICN,인천국제공항,7,289349,302,8761707,-8472358
202505,202505,052,ICN,인천국제공항,1,1430,0,0,1430
202505,202505,053,ICN,인천국제공항,5196,88040161,2066,94774441,-6734280
202505,202505,054,ICN,인천국제공항,19,68985,2,75972,-6987
202505,202505,056,ICN,인천국제공항,1633,41811802,1284,63502702,-21690900
202505,202505,060,ICN,인천국제공항,181,2626688,9,698026,1928662
202505,202505,062,ICN,인천국제공항,14,797384,6,88831,708553
202505,202505,070,ICN,인천국제공항,64,804371,44,700197,104174
202505,202505,071,ICN,인천국제공항,2992,310016978,1918,537228605,-227211627
202505,202505,080,ICN,인천국제공항,129,6375492,6,41010,6334482
202505,202505,081,ICN,인천국제공항,528,23761406,120,1982312,21779094
202505,202505,082,ICN,인천국제공항,523,8047156,32,809609,7237547
202505,202505,084,ICN,인천국제공항,16,120795,10,56953,63842
202505,202505,090,ICN,인천국제공항,132,215236,89,2427513,-2212277
202505,202505,100,ICN,인천국제공항,97,2090184,0,0,2090184
202505,202505,101,ICN,인천국제공항,11,152161,3,46310,105851
202505,202505,102,ICN,인천국제공항,844,41828334,0,0,41828334
202505,202505,110,ICN,인천국제공항,695,42408897,936,32718357,9690540
202505,202505,120,ICN,인천국제공항,5243,113025768,289,39276146,73749622
202505,202505,121,ICN,인천국제공항,13086,1378147323,5820,763840653,614306670
202505,202505,122,ICN,인천국제공항,258,4364757,28,355875,4008882
202505,202505,130,ICN,인천국제공항,19333,99204748,272,11531424,87673324
202505,202505,131,ICN,인천국제공항,4752,64049075,147,1675751,62373324
202505,202505,140,ICN,인천국제공항,286,2432492,1225,26976520,-24544028
202505,202505,150,ICN,인천국제공항,3080,76389105,231,6438527,69950578
202505,202505,151,ICN,인천국제공항,7666,2158058900,943,227620120,1930438780
202505,202505,152,ICN,인천국제공항,9726,2890734891,2765,671193014,2219541877
202505,202505,153,ICN,인천국제공항,1539,40211097,79,2147627,38063470
202505,202505,154,ICN,인천국제공항,117,1015090,20,1358542,-343452
202505,202505,010,KRBNP,부산신항,83,2073365,556,16462789,-14389424
202505,202505,011,KRBNP,부산신항,97,3793523,0,0,3793523
202505,202505,012,KRBNP,부산신항,447,11967795,5524,406851079,-394883284
202505,202505,014,KRBNP,부산신항,490,34995043,249,14999513,19995530
202505,202505,016,KRBNP,부산신항,521,52003107,2132,136522292,-84519185
202505,202505,017,KRBNP,부산신항,616,30637321,82,3565278,27072043
202505,202505,020,KRBNP,부산신항,706,33298248,1061,50849943,-17551695
202505,202505,021,KRBNP,부산신항,864,49230110,3955,324779641,-275549531
202505,202505,023,KRBNP,부산신항,384,17880384,103,13747404,4132980
202505,202505,030,KRBNP,부산신항,20241,1586100947,42417,4338893788,-2752792841
202505,202505,033,KRBNP,부산신항,867,37632351,1802,103881643,-66249292
202505,202505,039,KRBNP,부산신항,287,27597485,252,17147058,10450427
202505,202505,040,KRBNP,부산신항,43,8042259,462,20717216,-12674957
202505,202505,041,KRBNP,부산신항,13,116745,769,27071862,-26955117
202505,202505,050,KRBNP,부산신항,241,17268769,133,1939140,15329629
202505,202505,051,KRBNP,부산신항,1,183560,108,47878106,-47694546
202505,202505,052,KRBNP,부산신항,0,0,2,118499,-118499
202505,202505,053,KRBNP,부산신항,15163,443110468,802,73103764,370006704
202505,202505,054,KRBNP,부산신항,16,1316509,8,2362389,-1045880
202505,202505,056,KRBNP,부산신항,297,20105799,199,38012472,-17906673
202505,202505,060,KRBNP,부산신항,2400,197798347,11,1281839,196516508
202505,202505,062,KRBNP,부산신항,602,60254784,43,24538941,35715843
202505,202505,070,KRBNP,부산신항,72,3314637,75,14969900,-11655263
202505,202505,071,KRBNP,부산신항,1763,88201670,29,2821679,85379991
202505,202505,080,KRBNP,부산신항,99,7327246,68,2987808,4339438
202505,202505,081,KRBNP,부산신항,117,7922827,27,17584109,-9661282
202505,202505,082,KRBNP,부산신항,111,7075848,71,5292722,1783126
202505,202505,084,KRBNP,부산신항,71,4744694,89,8886465,-4141771
202505,202505,090,KRBNP,부산신항,0,0,66,1948009,-1948009
202505,202505,100,KRBNP,부산신항,19,2450828,0,0,2450828
202505,202505,101,KRBNP,부산신항,5,269171,0,0,269171
202505,202505,102,KRBNP,부산신항,108,7996117,9,303599,7692518
202505,202505,110,KRBNP,부산신항,2847,371850000,1202,341583092,30266908
202505,202505,120,KRBNP,부산신항,1514,104215948,107,9599858,94616090
202505,202505,121,KRBNP,부산신항,1065,71192967,153,18100105,53092862
202505,202505,122,KRBNP,부산신항,462,64508418,50,17442186,47066232
202505,202505,130,KRBNP,부산신항,97,3368558,33,2638757,729801
202505,202505,131,KRBNP,부산신항,384,22420974,939,73733901,-51312927
202505,202505,140,KRBNP,부산신항,112,14295337,32,3326102,10969235
202505,202505,150,KRBNP,부산신항,500,42171648,11,5076310,37095338
202505,202505,151,KRBNP,부산신항,416,41399275,280,31329450,10069825
202505,202505,152,KRBNP,부산신항,975,52366307,289,42762089,9604218
202505,202505,153,KRBNP,부산신항,297,17203880,79,5530984,11672896
202505,202505,154,KRBNP,부산신항,548,44411777,5,1343956,43067821
202505,202505,084,KRBOR,보령항,0,0,25,349700951,-349700951
202505,202505,152,KRBOR,보령항,0,0,1,60,-60
202505,202505,090,KRCHA,제주항,0,0,3,1056,-1056
202505,202505,012,KRCHF,진해항,1,18780,0,0,18780
202505,202505,017,KRCHF,진해항,1,3455,0,0,3455
202505,202505,030,KRCHF,진해항,2,20440667,0,0,20440667
202505,202505,053,KRCHF,진해항,6,3880840,12,4557106,-676266
202505,202505,153,KRCHF,진해항,1,1797,0,0,1797
202505,202505,080,KRCHG,장항항,2,1030174,9,6107431,-5077257
202505,202505,150,KRCHG,장항항,1,127807,0,0,127807
202505,202505,070,KRDBL,대불항,9,3902817,0,0,3902817
202505,202505,012,KRGIN,경인항,0,0,2,40129,-40129
202505,202505,016,KRGIN,경인항,0,0,4,30107,-30107
202505,202505,020,KRGIN,경인항,327,6776849,1117,37880310,-31103461
202505,202505,021,KRGIN,경인항,0,0,4,45753,-45753
202505,202505,023,KRGIN,경인항,2,224697,0,0,224697
202505,202505,040,KRGIN,경인항,0,0,6,370488,-370488
202505,202505,041,KRGIN,경인항,0,0,14,758138,-758138
202505,202505,053,KRGIN,경인항,0,0,15,197783,-197783
202505,202505,130,KRGIN,경인항,0,0,3,23800,-23800
202505,202505,131,KRGIN,경인항,0,0,2,46655,-46655
202505,202505,151,KRGIN,경인항,0,0,1,20395,-20395
202505,202505,100,KRHSA,호산항,0,0,1,4475749,-4475749
202505,202505,010,KRINC,인천항,1348,22200934,465,10423859,11777075
202505,202505,011,KRINC,인천항,168,6383832,0,0,6383832
202505,202505,012,KRINC,인천항,787,35210091,762,50367134,-15157043
202505,202505,014,KRINC,인천항,1755,109862453,145,11973301,97889152
202505,202505,016,KRINC,인천항,1069,134407354,412,19137219,115270135
202505,202505,017,KRINC,인천항,1422,162624304,149,6201893,156422411
202505,202505,020,KRINC,인천항,62726,1981802130,490380,6339786009,-4357983879
202505,202505,021,KRINC,인천항,1901,117815357,339,17567053,100248304
202505,202505,023,KRINC,인천항,1965,71453538,49,2138655,69314883
202505,202505,030,KRINC,인천항,335,29729128,68,10254771,19474357
202505,202505,033,KRINC,인천항,66,1737369,22,299435,1437934
202505,202505,039,KRINC,인천항,600,1372059,14,429416,942643
202505,202505,040,KRINC,인천항,314,58235027,419,29974746,28260281
202505,202505,041,KRINC,인천항,52,1787520,289,33293654,-31506134
202505,202505,050,KRINC,인천항,25,2276255,10,174850,2101405
202505,202505,051,KRINC,인천항,0,0,3,105389,-105389
202505,202505,053,KRINC,인천항,239,8791785,39,4164608,4627177
202505,202505,054,KRINC,인천항,6,526768,19,188789,337979
202505,202505,056,KRINC,인천항,21,387462,0,0,387462
202505,202505,060,KRINC,인천항,29,566636,0,0,566636
202505,202505,062,KRINC,인천항,46,2050415,1,47297,2003118
202505,202505,070,KRINC,인천항,7,286337,1,47648,238689
202505,202505,071,KRINC,인천항,131,4238550,18,945356,3293194
202505,202505,080,KRINC,인천항,40,5925809,0,0,5925809
202505,202505,081,KRINC,인천항,84,3199269,49,1923013,1276256
202505,202505,082,KRINC,인천항,97,3877742,37,462499,3415243
202505,202505,084,KRINC,인천항,16,533525,1,1198107,-664582
202505,202505,090,KRINC,인천항,1,243,4,105476,-105233
202505,202505,100,KRINC,인천항,11,1242329,0,0,1242329
202505,202505,102,KRINC,인천항,115,6407576,29,281247,6126329
202505,202505,110,KRINC,인천항,104,23067186,51,6187415,16879771
202505,202505,120,KRINC,인천항,383,12183016,36,1599521,10583495
202505,202505,121,KRINC,인천항,356,63415737,87,2677057,60738680
202505,202505,122,KRINC,인천항,90,21915329,0,0,21915329
202505,202505,130,KRINC,인천항,545,20976117,106,1668687,19307430
202505,202505,131,KRINC,인천항,477,25585722,137,9793674,15792048
202505,202505,150,KRINC,인천항,296,22430819,21,522560,21908259
202505,202505,151,KRINC,인천항,422,35833612,77,7351558,28482054
202505,202505,152,KRINC,인천항,1220,391808119,237,8568178,383239941
202505,202505,153,KRINC,인천항,183,8207726,11,245869,7961857
202505,202505,154,KRINC,인천항,805,82235249,0,0,82235249
202505,202505,010,KRKAN,광양항,2,54786,0,0,54786
202505,202505,011,KRKAN,광양항,3,48300,0,0,48300
202505,202505,012,KRKAN,광양항,14,446604,2,62213,384391
202505,202505,014,KRKAN,광양항,51,5289800,0,0,5289800
202505,202505,016,KRKAN,광양항,27,2269655,0,0,2269655
202505,202505,017,KRKAN,광양항,4,30318,0,0,30318
202505,202505,020,KRKAN,광양항,175,4385038,0,0,4385038
202505,202505,021,KRKAN,광양항,28,1910307,0,0,1910307
202505,202505,023,KRKAN,광양항,6,69069,0,0,69069
202505,202505,030,KRKAN,광양항,24,1826092,9,398,1825694
202505,202505,033,KRKAN,광양항,13,1679576,0,0,1679576
202505,202505,039,KRKAN,광양항,23,898881,0,0,898881
202505,202505,041,KRKAN,광양항,3,1568347,0,0,1568347
202505,202505,052,KRKAN,광양항,0,0,5,150328,-150328
202505,202505,053,KRKAN,광양항,42,4219873,0,0,4219873
202505,202505,056,KRKAN,광양항,33,1308057,0,0,1308057
202505,202505,060,KRKAN,광양항,4346,425275867,7,267775,425008092
202505,202505,062,KRKAN,광양항,6949,1106394831,6708,1053638007,52756824
202505,202505,070,KRKAN,광양항,132,15749874,18,2125161,13624713
202505,202505,071,KRKAN,광양항,1637,82064590,11,1233839,80830751
202505,202505,080,KRKAN,광양항,374,32208204,33,2412482,29795722
202505,202505,081,KRKAN,광양항,221,12228637,21,42229169,-30000532
202505,202505,082,KRKAN,광양항,402,34837119,32,1715783,33121336
202505,202505,084,KRKAN,광양항,20,1691310,0,0,1691310
202505,202505,090,KRKAN,광양항,1,8532,0,0,8532
202505,202505,102,KRKAN,광양항,2,163559,0,0,163559
202505,202505,110,KRKAN,광양항,19,1474208,4,203952,1270256
202505,202505,120,KRKAN,광양항,90,17981309,0,0,17981309
202505,202505,121,KRKAN,광양항,231,7750943,0,0,7750943
202505,202505,122,KRKAN,광양항,61,5462498,0,0,5462498
202505,202505,130,KRKAN,광양항,1,53425,1,4014,49411
202505,202505,131,KRKAN,광양항,1,2000,5,252312,-250312
202505,202505,140,KRKAN,광양항,0,0,1,650,-650
202505,202505,150,KRKAN,광양항,130,6140167,0,0,6140167
202505,202505,151,KRKAN,광양항,20,2934695,0,0,2934695
202505,202505,152,KRKAN,광양항,81,23884342,0,0,23884342
202505,202505,153,KRKAN,광양항,7,1828597,1,28755,1799842
202505,202505,154,KRKAN,광양항,309,33579787,2,506932,33072855
202505,202505,020,KRKCN,감천항,329,10822290,0,0,10822290
202505,202505,030,KRKCN,감천항,512,17633042,829,134907233,-117274191
202505,202505,052,KRKCN,감천항,12,140715,0,0,140715
202505,202505,053,KRKCN,감천항,0,0,1,3718,-3718
202505,202505,056,KRKCN,감천항,0,0,3,1766868,-1766868
202505,202505,100,KRKCN,감천항,0,0,1,20501,-20501
202505,202505,110,KRKCN,감천항,0,0,3,2013134,-2013134
202505,202505,120,KRKCN,감천항,1,7647,15,6939213,-6931566
202505,202505,152,KRKCN,감천항,2,43766,0,0,43766
202505,202505,050,KRKHN,고현항,1,683330,0,0,683330
202505,202505,051,KRKHN,고현항,64,472315531,40,56234373,416081158
202505,202505,020,KRKPO,포항항,5,713542,0,0,713542
202505,202505,030,KRKPO,포항항,1,2311663,5,133,2311530
202505,202505,039,KRKPO,포항항,8,3783107,0,0,3783107
202505,202505,053,KRKPO,포항항,6,2730435,0,0,2730435
202505,202505,062,KRKPO,포항항,9,763987,0,0,763987
202505,202505,070,KRKPO,포항항,1,272332,0,0,272332
