GInOut,esbCntcDt,forEmpTeu,forEmp_10,forEmp_20,forEmp_40,forEmp_99,korEmpTeu,korEmp_10,korEmp_20,korEmp_40,korEmp_99,mm,ocCt,prtAtCode,yyyy
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,06,2,030,2014
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,07,2,030,2014
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,07,2,030,2014
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,08,2,030,2014
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,08,2,030,2014
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,09,2,030,2014
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,09,2,030,2014
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,09,2,030,2014
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,227.50,455,0,0,0,10,2,030,2014
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,10,2,030,2014
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,172.00,344,0,0,0,11,2,030,2014
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,11,2,030,2014
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,12,1,030,2015
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,07,2,030,2015
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,07,2,030,2015
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,07,2,030,2015
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,08,2,030,2015
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,08,2,030,2015
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,08,2,030,2015
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,323.50,647,0,0,0,09,2,030,2015
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,09,2,030,2015
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,09,2,030,2015
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,160.00,320,0,0,0,10,2,030,2015
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,10,2,030,2015
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,10,2,030,2015
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,56.50,113,0,0,0,11,2,030,2015
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,11,2,030,2015
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,48.50,97,0,0,0,12,2,030,2015
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,12,2,030,2015
1,2018-06-27 14:41:37.000,3239.00,0,1049,1095,0,44.00,0,16,14,0,01,1,030,2015
2,2018-06-27 14:41:37.000,33560.25,9,11629,10915,43,3898.50,4,1127,1369,14,01,1,030,2015
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,01,1,030,2015
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,01,1,030,2015
1,2018-06-27 14:41:37.000,1564.00,0,518,523,0,62.00,0,28,17,0,02,1,030,2015
2,2018-06-27 14:41:37.000,30495.00,0,10008,10221,20,4009.50,0,740,1583,46,02,1,030,2015
3,2018-06-27 14:41:37.000,69.00,0,69,0,0,0.00,0,0,0,0,02,1,030,2015
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,02,1,030,2015
1,2018-06-27 14:41:37.000,2435.00,0,1121,657,0,324.00,0,6,159,0,03,1,030,2015
2,2018-06-27 14:41:37.000,36239.25,4,11688,12242,29,3566.25,0,806,1325,49,03,1,030,2015
3,2018-06-27 14:41:37.000,29.00,0,29,0,0,0.00,0,0,0,0,03,1,030,2015
4,2018-06-27 14:41:37.000,29.00,0,29,0,0,0.00,0,0,0,0,03,1,030,2015
1,2018-06-27 14:41:37.000,1740.00,0,712,514,0,115.00,0,15,50,0,04,1,030,2015
2,2018-06-27 14:41:37.000,37811.00,22,14121,11817,20,3146.75,0,606,1150,107,04,1,030,2015
3,2018-06-27 14:41:37.000,249.00,0,105,72,0,0.00,0,0,0,0,04,1,030,2015
4,2018-06-27 14:41:37.000,50.00,0,20,15,0,0.00,0,0,0,0,04,1,030,2015
1,2018-06-27 14:41:37.000,1771.00,0,601,585,0,2.00,0,0,1,0,05,1,030,2015
2,2018-06-27 14:41:37.000,39690.00,14,15109,12251,32,2646.25,0,535,960,85,05,1,030,2015
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,05,1,030,2015
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,05,1,030,2015
1,2018-06-27 14:41:37.000,2539.00,0,559,990,0,130.00,0,16,57,0,06,1,030,2015
2,2018-06-27 14:41:37.000,40124.25,17,13528,13268,23,2848.50,0,828,918,82,06,1,030,2015
3,2018-06-27 14:41:37.000,26.00,0,0,13,0,2.00,0,0,1,0,06,1,030,2015
4,2018-06-27 14:41:37.000,26.00,0,0,13,0,2.00,0,0,1,0,06,1,030,2015
1,2018-06-27 14:41:37.000,2465.00,0,917,774,0,22.00,0,0,11,0,07,1,030,2015
2,2018-06-27 14:41:37.000,40974.75,18,13587,13641,43,2585.50,0,743,865,50,07,1,030,2015
3,2018-06-27 14:41:37.000,16.00,0,2,7,0,0.00,0,0,0,0,07,1,030,2015
4,2018-06-27 14:41:37.000,8.00,0,0,4,0,0.00,0,0,0,0,07,1,030,2015
1,2018-06-27 14:41:37.000,1811.00,0,623,594,0,19.00,0,15,2,0,08,1,030,2015
2,2018-06-27 14:41:37.000,42130.25,16,13732,14077,105,2889.00,0,863,914,88,08,1,030,2015
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,08,1,030,2015
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,08,1,030,2015
1,2018-06-27 14:41:37.000,2340.00,0,1176,582,0,75.00,0,55,10,0,09,1,030,2015
2,2018-06-27 14:41:37.000,41578.00,14,13271,14150,0,3448.00,0,1063,1098,84,09,1,030,2015
3,2018-06-27 14:41:37.000,59.00,0,59,0,0,0.00,0,0,0,0,09,1,030,2015
4,2018-06-27 14:41:37.000,59.00,0,59,0,0,0.00,0,0,0,0,09,1,030,2015
1,2018-06-27 14:41:37.000,2400.00,0,972,714,0,79.00,0,75,2,0,10,1,030,2015
2,2018-06-27 14:41:37.000,44661.25,18,14819,14875,37,4322.75,0,1094,1512,91,10,1,030,2015
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,10,1,030,2015
4,2018-06-27 14:41:37.000,4.00,0,4,0,0,12.00,0,0,6,0,10,1,030,2015
1,2018-06-27 14:41:37.000,1412.00,0,922,245,0,11.00,0,7,2,0,11,1,030,2015
2,2018-06-27 14:41:37.000,43101.00,24,15563,13700,56,4420.75,0,1286,1474,83,11,1,030,2015
3,2018-06-27 14:41:37.000,6.00,0,2,2,0,0.00,0,0,0,0,11,1,030,2015
4,2018-06-27 14:41:37.000,6.00,0,2,2,0,0.00,0,0,0,0,11,1,030,2015
1,2018-06-27 14:41:37.000,1839.50,1,601,619,0,24.00,0,16,4,0,12,1,030,2015
2,2018-06-27 14:41:37.000,41386.00,19,15136,13073,42,4853.00,0,965,1854,80,12,1,030,2015
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,2.00,0,0,1,0,12,1,030,2015
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,243.00,486,0,0,0,01,2,030,2015
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,01,2,030,2015
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,02,2,030,2015
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,02,2,030,2015
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,03,2,030,2015
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,03,2,030,2015
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,04,2,030,2015
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,04,2,030,2015
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,05,2,030,2015
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,05,2,030,2015
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,06,2,030,2015
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,06,2,030,2015
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,06,2,030,2015
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,04,1,030,2016
1,2018-06-27 14:41:37.000,3674.00,0,934,1370,0,141.00,0,53,44,0,05,1,030,2016
2,2018-06-27 14:41:37.000,42248.00,18,15014,13590,20,6404.25,0,1763,2189,117,05,1,030,2016
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,05,1,030,2016
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,05,1,030,2016
1,2018-06-27 14:41:37.000,3053.75,0,586,1226,7,96.00,0,18,39,0,06,1,030,2016
2,2018-06-27 14:41:37.000,42927.00,16,13499,14710,0,6842.00,0,2494,2021,136,06,1,030,2016
3,2018-06-27 14:41:37.000,8.00,0,8,0,0,0.00,0,0,0,0,06,1,030,2016
4,2018-06-27 14:41:37.000,6.00,0,6,0,0,0.00,0,0,0,0,06,1,030,2016
1,2018-06-27 14:41:37.000,4364.50,0,1443,1382,70,132.00,0,6,63,0,07,1,030,2016
2,2018-06-27 14:41:37.000,46107.50,26,15134,15478,2,7647.25,0,2027,2674,121,07,1,030,2016
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,07,1,030,2016
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,07,1,030,2016
1,2018-06-27 14:41:37.000,4668.75,0,1159,1738,15,98.00,0,10,44,0,08,1,030,2016
2,2018-06-27 14:41:37.000,44544.00,21,15352,14530,54,6275.00,0,2105,2022,56,08,1,030,2016
3,2018-06-27 14:41:37.000,2.00,0,0,1,0,0.00,0,0,0,0,08,1,030,2016
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,08,1,030,2016
1,2018-06-27 14:41:37.000,4084.00,0,470,1807,0,120.00,0,10,55,0,09,1,030,2016
2,2018-06-27 14:41:37.000,42932.00,11,15150,13832,50,6925.50,0,1470,2622,94,09,1,030,2016
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,09,1,030,2016
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,82.50,165,0,0,0,01,2,030,2016
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,01,2,030,2016
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,01,2,030,2016
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,51.00,102,0,0,0,02,2,030,2016
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,02,2,030,2016
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,02,2,030,2016
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,03,2,030,2016
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,03,2,030,2016
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,03,2,030,2016
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,04,2,030,2016
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,04,2,030,2016
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,04,2,030,2016
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,148.00,296,0,0,0,05,2,030,2016
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,05,2,030,2016
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,140.00,280,0,0,0,06,2,030,2016
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,06,2,030,2016
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,06,2,030,2016
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,119.00,238,0,0,0,07,2,030,2016
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,07,2,030,2016
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,07,2,030,2016
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,07,2,030,2016
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,43.00,86,0,0,0,08,2,030,2016
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,08,2,030,2016
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,08,2,030,2016
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,47.50,95,0,0,0,09,2,030,2016
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,09,2,030,2016
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,09,2,030,2016
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,09,2,030,2016
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,26.50,53,0,0,0,10,2,030,2016
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,10,2,030,2016
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,10,2,030,2016
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,11,2,030,2016
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,11,2,030,2016
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,12,2,030,2016
1,2018-06-27 14:41:37.000,2485.00,0,345,1070,0,14.00,0,8,3,0,02,1,030,2016
2,2018-06-27 14:41:37.000,38548.75,12,12055,13218,23,3269.00,0,994,1097,36,02,1,030,2016
3,2018-06-27 14:41:37.000,4.00,0,4,0,0,0.00,0,0,0,0,02,1,030,2016
4,2018-06-27 14:41:37.000,2.00,0,2,0,0,0.00,0,0,0,0,02,1,030,2016
1,2018-06-27 14:41:37.000,2670.00,0,566,1052,0,47.00,0,13,17,0,03,1,030,2016
2,2018-06-27 14:41:37.000,36687.25,10,11533,12488,77,4580.75,0,1509,1429,95,03,1,030,2016
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,03,1,030,2016
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,12,2,030,2016
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,12,2,030,2016
1,2018-06-27 14:41:37.000,3174.00,0,434,1370,0,50.00,0,8,21,0,01,1,030,2016
2,2018-06-27 14:41:37.000,42686.75,4,13614,14487,43,4921.75,0,1048,1848,79,01,1,030,2016
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,01,1,030,2016
4,2018-06-27 14:41:37.000,2.00,0,0,1,0,0.00,0,0,0,0,01,1,030,2016
4,2018-06-27 14:41:37.000,2.00,0,2,0,0,0.00,0,0,0,0,03,1,030,2016
1,2018-06-27 14:41:37.000,1988.00,0,540,724,0,53.00,0,5,24,0,04,1,030,2016
2,2018-06-27 14:41:37.000,41827.50,13,12610,14529,68,6281.75,0,1858,2051,143,04,1,030,2016
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,04,1,030,2016
2,2018-06-27 14:41:37.000,50979.00,2,16150,17414,0,7730.00,0,2070,2641,168,10,1,030,2016
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,10,1,030,2016
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,10,1,030,2016
1,2018-06-27 14:41:37.000,5849.75,0,719,2517,43,141.00,0,20,38,20,11,1,030,2016
2,2018-06-27 14:41:37.000,48943.00,14,16484,16226,0,10498.75,0,2884,3633,155,11,1,030,2016
3,2018-06-27 14:41:37.000,2.00,0,0,1,0,0.00,0,0,0,0,11,1,030,2016
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,11,1,030,2016
1,2018-06-27 14:41:37.000,3406.75,0,350,1471,51,278.25,0,41,77,37,12,1,030,2016
2,2018-06-27 14:41:37.000,50115.00,12,18231,15939,0,12699.00,0,3881,4265,128,12,1,030,2016
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,60.00,0,0,30,0,12,1,030,2016
4,2018-06-27 14:41:37.000,60.00,0,0,30,0,1.00,0,1,0,0,12,1,030,2016
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,09,1,030,2016
1,2018-06-27 14:41:37.000,5134.00,0,818,2158,0,94.00,0,46,24,0,10,1,030,2016
4,2018-06-27 14:41:37.000,13.00,0,7,3,0,0.00,0,0,0,0,06,1,030,2017
1,2018-06-27 14:41:37.000,3349.25,0,615,1366,1,261.00,0,33,114,0,07,1,030,2017
2,2018-06-27 14:41:37.000,60381.75,8,17469,21388,59,11211.00,0,2623,4132,144,07,1,030,2017
3,2018-06-27 14:41:37.000,6.00,0,2,2,0,0.00,0,0,0,0,07,1,030,2017
4,2018-06-27 14:41:37.000,3.00,0,3,0,0,59.00,0,59,0,0,07,1,030,2017
1,2018-06-27 14:41:37.000,4830.00,0,554,2138,0,250.00,0,80,85,0,08,1,030,2017
2,2018-06-27 14:41:37.000,55934.25,10,16049,19885,49,13032.50,0,2814,4945,146,08,1,030,2017
3,2018-06-27 14:41:37.000,2.00,0,0,1,0,15.00,0,1,7,0,08,1,030,2017
4,2018-06-27 14:41:37.000,4.00,0,0,2,0,0.00,0,0,0,0,08,1,030,2017
1,2018-06-27 14:41:37.000,4254.00,0,932,1661,0,692.00,0,54,319,0,09,1,030,2017
2,2018-06-27 14:41:37.000,61283.50,12,17347,21891,66,10818.50,0,2573,3945,158,09,1,030,2017
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,8.00,0,0,4,0,09,1,030,2017
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,09,1,030,2017
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,10436.00,0,2494,3899,14,01,2,030,2017
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,01,2,030,2017
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,01,2,030,2017
1,2018-06-27 14:41:37.000,3028.00,0,274,1377,0,49.00,0,15,17,0,01,1,030,2017
2,2018-06-27 14:41:37.000,41623.00,6,14730,13445,0,8365.25,0,2225,2970,89,01,1,030,2017
3,2018-06-27 14:41:37.000,300.00,0,0,150,0,0.00,0,0,0,0,01,1,030,2017
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,01,1,030,2017
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,03,2,030,2017
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,1.00,0,1,0,0,03,2,030,2017
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,04,2,030,2017
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,04,2,030,2017
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,05,2,030,2017
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,05,2,030,2017
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,05,2,030,2017
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,06,2,030,2017
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,06,2,030,2017
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,07,2,030,2017
1,2018-06-27 14:41:37.000,3835.00,0,857,1480,8,108.00,0,80,14,0,10,1,030,2017
2,2018-06-27 14:41:37.000,53658.75,4,16638,18479,27,10222.25,0,1789,4040,157,10,1,030,2017
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,10,1,030,2017
4,2018-06-27 14:41:37.000,130.00,0,10,60,0,0.00,0,0,0,0,10,1,030,2017
1,2018-06-27 14:41:37.000,4453.50,0,541,1954,2,91.00,0,41,25,0,11,1,030,2017
2,2018-06-27 14:41:37.000,60674.00,12,18968,20850,0,11709.75,0,2660,4337,167,11,1,030,2017
3,2018-06-27 14:41:37.000,4.00,0,0,2,0,0.00,0,0,0,0,11,1,030,2017
4,2018-06-27 14:41:37.000,2.00,0,0,1,0,0.00,0,0,0,0,11,1,030,2017
1,2018-06-27 14:41:37.000,2814.50,0,524,1125,18,141.75,0,107,14,3,12,1,030,2017
2,2018-06-27 14:41:37.000,66695.75,10,20114,23267,19,10725.50,0,2130,4156,126,12,1,030,2017
3,2018-06-27 14:41:37.000,560.00,0,140,210,0,177.00,0,135,21,0,12,1,030,2017
4,2018-06-27 14:41:37.000,65.00,0,65,0,0,155.00,0,115,20,0,12,1,030,2017
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,07,2,030,2017
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,08,2,030,2017
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,08,2,030,2017
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,32.50,65,0,0,0,09,2,030,2017
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,09,2,030,2017
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,24.00,48,0,0,0,10,2,030,2017
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,104.00,0,30,37,0,02,2,030,2017
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,11996.00,0,2192,4902,0,02,2,030,2017
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,02,2,030,2017
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,431.00,0,77,177,0,02,2,030,2017
1,2018-06-27 14:41:37.000,3407.00,0,459,1474,0,275.00,0,11,132,0,02,1,030,2017
2,2018-06-27 14:41:37.000,29456.50,6,9354,10043,6,5670.75,0,1384,2077,59,02,1,030,2017
3,2018-06-27 14:41:37.000,700.00,0,4,348,0,0.00,0,0,0,0,02,1,030,2017
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,02,1,030,2017
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,10,2,030,2017
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,11,2,030,2017
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,11,2,030,2017
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,12,2,030,2017
2,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,12,2,030,2017
1,2018-06-27 14:41:37.000,4647.00,0,675,1986,0,173.00,0,25,74,0,03,1,030,2017
2,2018-06-27 14:41:37.000,48062.25,8,16112,15972,1,10809.50,0,3855,3304,154,03,1,030,2017
3,2018-06-27 14:41:37.000,40.00,0,40,0,0,23.00,0,9,7,0,03,1,030,2017
4,2018-06-27 14:41:37.000,324.50,0,49,122,14,0.00,0,0,0,0,03,1,030,2017
1,2018-06-27 14:41:37.000,5072.00,0,705,2179,4,96.00,0,6,45,0,04,1,030,2017
2,2018-06-27 14:41:37.000,57701.25,10,17857,19707,189,13145.50,0,3555,4622,154,04,1,030,2017
3,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,04,1,030,2017
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,04,1,030,2017
1,2018-06-27 14:41:37.000,4111.25,0,646,1727,5,908.00,0,44,432,0,05,1,030,2017
2,2018-06-27 14:41:37.000,57496.25,10,16481,20477,25,12294.75,0,3196,4339,187,05,1,030,2017
3,2018-06-27 14:41:37.000,73.00,0,69,2,0,0.00,0,0,0,0,05,1,030,2017
4,2018-06-27 14:41:37.000,0.00,0,0,0,0,0.00,0,0,0,0,05,1,030,2017
1,2018-06-27 14:41:37.000,3600.25,0,650,1438,33,493.50,0,61,205,10,06,1,030,2017
2,2018-06-27 14:41:37.000,56973.00,6,17314,19828,0,10686.50,0,2989,3680,150,06,1,030,2017
3,2018-06-27 14:41:37.000,9.00,0,7,1,0,0.00,0,0,0,0,06,1,030,2017
1,2018-06-27 14:41:37.000,0.00,0,0,0,0,44.00,0,18,13,0,01,2,030,2017
2,2019-02-28 14:27:00.000,61580.75,4,17626,21640,299,7111.00,0,1065,3023,0,05,1,030,2018
3,2019-02-28 14:27:00.000,42.00,0,42,0,0,142.00,0,100,21,0,05,1,030,2018
4,2019-02-28 14:27:00.000,186.00,0,138,24,0,0.00,0,0,0,0,05,1,030,2018
1,2019-02-28 14:27:00.000,0.00,0,0,0,0,16.00,32,0,0,0,05,2,030,2018
2,2019-02-28 14:27:00.000,0.00,0,0,0,0,0.00,0,0,0,0,05,2,030,2018
3,2019-02-28 14:27:00.000,0.00,0,0,0,0,0.00,0,0,0,0,05,2,030,2018
1,2019-02-28 14:27:00.000,3612.00,0,746,1424,8,235.00,0,117,59,0,06,1,030,2018
2,2019-02-28 14:27:00.000,61958.50,6,17381,22024,234,6460.00,0,1294,2583,0,06,1,030,2018
3,2019-02-28 14:27:00.000,176.00,0,146,15,0,138.00,0,138,0,0,06,1,030,2018
4,2019-02-28 14:27:00.000,261.00,0,245,8,0,0.00,0,0,0,0,06,1,030,2018
1,2019-02-28 14:27:00.000,0.00,0,0,0,0,0.00,0,0,0,0,06,2,030,2018
2,2019-02-28 14:27:00.000,0.00,0,0,0,0,0.00,0,0,0,0,06,2,030,2018
1,2019-02-28 14:27:00.000,1433.25,0,466,478,5,72.00,0,8,32,0,07,1,030,2018
2,2019-02-28 14:27:00.000,60648.50,10,16668,21711,246,7633.00,0,1371,3131,0,07,1,030,2018
3,2019-02-28 14:27:00.000,248.00,0,248,0,0,70.00,0,70,0,0,07,1,030,2018
4,2019-02-28 14:27:00.000,208.00,0,208,0,0,0.00,0,0,0,0,07,1,030,2018
1,2019-02-28 14:27:00.000,0.00,0,0,0,0,0.00,0,0,0,0,07,2,030,2018
2,2019-02-28 14:27:00.000,0.00,0,0,0,0,0.00,0,0,0,0,07,2,030,2018
1,2019-02-28 14:27:00.000,1181.00,0,373,404,0,63.00,0,7,28,0,08,1,030,2018
2,2019-02-28 14:27:00.000,55513.25,10,16326,19347,217,5197.00,0,1103,2047,0,08,1,030,2018
3,2019-02-28 14:27:00.000,31.00,0,31,0,0,158.00,0,90,34,0,08,1,030,2018
