GInOut,esbCntcDt,forEmpTeu,forEmp_10,forEmp_20,forEmp_40,forEmp_99,korEmpTeu,korEmp_10,korEmp_20,korEmp_40,korEmp_99,mm,ocCt,prtAtCode,yyyy
4,2019-02-28 14:27:00.000,31.00,0,31,0,0,0.00,0,0,0,0,08,1,030,2018
1,2019-02-28 14:27:00.000,0.00,0,0,0,0,0.00,0,0,0,0,08,2,030,2018
1,2019-02-28 14:27:00.000,3945.50,0,1056,1420,22,112.00,0,13,45,4,01,1,030,2018
2,2019-02-28 14:27:00.000,53765.50,8,16212,18741,30,9733.75,0,1778,3889,79,01,1,030,2018
3,2019-02-28 14:27:00.000,90.00,0,90,0,0,0.00,0,0,0,0,01,1,030,2018
4,2019-02-28 14:27:00.000,0.00,0,0,0,0,90.00,0,90,0,0,01,1,030,2018
1,2019-02-28 14:27:00.000,0.00,0,0,0,0,0.00,0,0,0,0,01,2,030,2018
2,2019-02-28 14:27:00.000,0.00,0,0,0,0,0.00,0,0,0,0,01,2,030,2018
1,2019-02-28 14:27:00.000,2900.75,0,242,1326,3,113.00,0,29,42,0,02,1,030,2018
2,2019-02-28 14:27:00.000,49109.75,0,13118,17817,159,7568.00,0,1578,2995,0,02,1,030,2018
3,2019-02-28 14:27:00.000,112.00,0,2,55,0,0.00,0,0,0,0,02,1,030,2018
4,2019-02-28 14:27:00.000,0.00,0,0,0,0,106.00,0,0,53,0,02,1,030,2018
1,2019-02-28 14:27:00.000,0.00,0,0,0,0,0.00,0,0,0,0,02,2,030,2018
2,2019-02-28 14:27:00.000,0.00,0,0,0,0,0.00,0,0,0,0,02,2,030,2018
1,2019-02-28 14:27:00.000,4645.50,0,581,2012,18,124.00,0,2,52,8,05,1,030,2018
1,2019-02-28 14:27:00.000,2016.50,0,794,600,10,111.00,0,29,41,0,12,1,030,2018
2,2019-02-28 14:27:00.000,61646.50,2,16829,22028,338,7532.00,0,1366,3083,0,12,1,030,2018
3,2019-02-28 14:27:00.000,146.00,0,90,28,0,83.00,0,47,18,0,12,1,030,2018
4,2019-02-28 14:27:00.000,171.00,0,89,41,0,135.00,0,85,25,0,12,1,030,2018
1,2019-02-28 14:27:00.000,0.00,0,0,0,0,22.00,44,0,0,0,12,2,030,2018
2,2019-02-28 14:27:00.000,0.00,0,0,0,0,0.00,0,0,0,0,12,2,030,2018
3,2019-02-28 14:27:00.000,0.00,0,0,0,0,0.00,0,0,0,0,08,2,030,2018
1,2019-02-28 14:27:00.000,2340.25,0,748,795,1,129.00,0,73,28,0,09,1,030,2018
2,2019-02-28 14:27:00.000,57235.50,8,16512,20074,254,7382.00,0,1466,2958,0,09,1,030,2018
3,2019-02-28 14:27:00.000,250.00,0,90,80,0,186.00,0,92,47,0,09,1,030,2018
4,2019-02-28 14:27:00.000,285.00,0,121,82,0,202.00,0,102,50,0,09,1,030,2018
2,2019-02-28 14:27:00.000,0.00,0,0,0,0,0.00,0,0,0,0,08,2,030,2018
1,2019-02-28 14:27:00.000,0.00,0,0,0,0,0.00,0,0,0,0,09,2,030,2018
2,2019-02-28 14:27:00.000,0.00,0,0,0,0,0.00,0,0,0,0,09,2,030,2018
3,2019-02-28 14:27:00.000,0.00,0,0,0,0,0.00,0,0,0,0,09,2,030,2018
1,2019-02-28 14:27:00.000,1495.75,0,652,414,7,112.25,0,11,45,5,10,1,030,2018
2,2019-02-28 14:27:00.000,61500.50,4,17465,21659,318,7168.25,0,1406,2880,1,10,1,030,2018
3,2019-02-28 14:27:00.000,393.00,0,123,135,0,152.00,0,40,56,0,10,1,030,2018
4,2019-02-28 14:27:00.000,137.00,0,45,46,0,258.00,0,68,95,0,10,1,030,2018
1,2019-02-28 14:27:00.000,0.00,0,0,0,0,34.50,69,0,0,0,10,2,030,2018
2,2019-02-28 14:27:00.000,0.00,0,0,0,0,0.00,0,0,0,0,10,2,030,2018
1,2019-02-28 14:27:00.000,1748.25,0,542,602,1,258.00,0,6,126,0,11,1,030,2018
2,2019-02-28 14:27:00.000,65895.00,4,19561,22734,384,6613.25,0,1599,2506,1,11,1,030,2018
3,2019-02-28 14:27:00.000,84.00,0,36,24,0,110.00,0,110,0,0,11,1,030,2018
4,2019-02-28 14:27:00.000,218.00,0,110,54,0,51.00,0,51,0,0,11,1,030,2018
1,2019-02-28 14:27:00.000,0.00,0,0,0,0,178.50,357,0,0,0,11,2,030,2018
2,2019-02-28 14:27:00.000,0.00,0,0,0,0,0.00,0,0,0,0,11,2,030,2018
1,2019-03-14 16:58:16.000,5526.50,0,716,2403,2,114.75,0,39,30,7,03,1,030,2018
2,2019-03-14 16:58:16.000,57920.50,0,16016,20716,210,7019.00,0,1481,2769,0,03,1,030,2018
3,2019-03-14 16:58:16.000,3.00,0,1,1,0,2.00,0,0,1,0,03,1,030,2018
4,2019-03-14 16:58:16.000,0.00,0,0,0,0,0.00,0,0,0,0,03,1,030,2018
1,2019-03-14 16:58:16.000,0.00,0,0,0,0,0.00,0,0,0,0,03,2,030,2018
2,2019-03-14 16:58:16.000,0.00,0,0,0,0,0.00,0,0,0,0,03,2,030,2018
1,2019-03-14 16:58:16.000,4356.00,0,894,1722,8,57.00,0,5,26,0,04,1,030,2018
2,2019-03-14 16:58:16.000,60539.50,10,18026,20955,266,7567.25,0,1628,2955,13,04,1,030,2018
3,2019-03-14 16:58:16.000,0.00,0,0,0,0,4.00,0,0,2,0,04,1,030,2018
4,2019-03-14 16:58:16.000,0.00,0,0,0,0,0.00,0,0,0,0,04,1,030,2018
1,2019-03-14 16:58:16.000,0.00,0,0,0,0,0.00,0,0,0,0,04,2,030,2018
2,2019-03-14 16:58:16.000,0.00,0,0,0,0,0.00,0,0,0,0,04,2,030,2018
3,2019-03-14 16:58:16.000,0.00,0,0,0,0,0.00,0,0,0,0,04,2,030,2018
1,2020-02-26 10:12:35.000,1446.00,0,638,404,0,224.00,0,31,74,20,12,1,030,2019
2,2020-02-26 10:12:35.000,61372.00,6,15358,22596,364,8194.00,0,2208,2993,0,12,1,030,2019
3,2020-02-26 10:12:35.000,29.00,0,11,9,0,0.00,0,0,0,0,12,1,030,2019
4,2020-02-26 10:12:35.000,19.00,0,11,4,0,150.00,0,146,2,0,12,1,030,2019
1,2020-02-26 10:12:35.000,0.00,0,0,0,0,113.50,227,0,0,0,12,2,030,2019
2,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,12,2,030,2019
3,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,12,2,030,2019
1,2020-02-26 10:12:35.000,0.00,0,0,0,0,80.50,161,0,0,0,07,2,030,2019
2,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,07,2,030,2019
1,2020-02-26 10:12:35.000,1232.50,0,426,392,10,245.00,0,45,100,0,08,1,030,2019
2,2020-02-26 10:12:35.000,58267.00,0,16261,20661,304,7865.00,0,1417,3224,0,08,1,030,2019
3,2020-02-26 10:12:35.000,0.00,0,0,0,0,85.00,0,71,7,0,08,1,030,2019
4,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,08,1,030,2019
1,2020-02-26 10:12:35.000,0.00,0,0,0,0,39.50,79,0,0,0,08,2,030,2019
2,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,08,2,030,2019
1,2020-02-26 10:12:35.000,973.50,0,334,313,6,239.00,0,13,113,0,09,1,030,2019
2,2020-02-26 10:12:35.000,62531.25,2,17443,22214,293,6945.00,0,1797,2574,0,09,1,030,2019
3,2020-02-26 10:12:35.000,134.00,0,110,12,0,65.00,0,61,2,0,09,1,030,2019
4,2020-02-26 10:12:35.000,115.00,0,111,2,0,30.00,0,30,0,0,09,1,030,2019
1,2020-02-26 10:12:35.000,0.00,0,0,0,0,6.50,13,0,0,0,09,2,030,2019
2,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,09,2,030,2019
1,2020-02-26 10:12:35.000,1235.50,0,515,358,2,47.00,0,1,23,0,10,1,030,2019
2,2020-02-26 10:12:35.000,59059.25,6,15605,21288,389,6142.00,0,1226,2458,0,10,1,030,2019
3,2020-02-26 10:12:35.000,93.00,0,81,6,0,45.00,0,45,0,0,10,1,030,2019
4,2020-02-26 10:12:35.000,45.00,0,45,0,0,30.00,0,30,0,0,10,1,030,2019
1,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,10,2,030,2019
2,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,10,2,030,2019
1,2020-02-26 10:12:35.000,1049.00,0,309,370,0,134.00,0,36,49,0,11,1,030,2019
2,2020-02-26 10:12:35.000,60961.25,4,17176,21364,469,7579.00,0,1981,2799,0,11,1,030,2019
3,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,11,1,030,2019
4,2020-02-26 10:12:35.000,180.00,0,180,0,0,0.00,0,0,0,0,11,1,030,2019
1,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,11,2,030,2019
2,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,11,2,030,2019
1,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,02,2,030,2019
1,2020-02-26 10:12:35.000,1075.00,0,357,359,0,17.50,0,1,6,2,01,1,030,2019
2,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,02,2,030,2019
1,2020-02-26 10:12:35.000,1849.75,0,914,433,31,107.00,0,9,49,0,03,1,030,2019
2,2020-02-26 10:12:35.000,52580.75,2,14047,18930,299,8312.00,0,1404,3454,0,03,1,030,2019
3,2020-02-26 10:12:35.000,160.00,0,120,20,0,0.00,0,0,0,0,03,1,030,2019
4,2020-02-26 10:12:35.000,100.00,0,60,20,0,0.00,0,0,0,0,03,1,030,2019
1,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,03,2,030,2019
2,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,03,2,030,2019
1,2020-02-26 10:12:35.000,1607.00,0,745,431,0,201.75,0,81,39,19,04,1,030,2019
2,2020-02-26 10:12:35.000,61492.00,2,17506,21556,388,9940.00,0,1758,4091,0,04,1,030,2019
3,2020-02-26 10:12:35.000,181.00,0,73,54,0,0.00,0,0,0,0,04,1,030,2019
4,2020-02-26 10:12:35.000,120.00,0,40,40,0,0.00,0,0,0,0,04,1,030,2019
1,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,04,2,030,2019
2,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,04,2,030,2019
3,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,04,2,030,2019
1,2020-02-26 10:12:35.000,1485.75,0,327,576,3,29.00,0,0,10,4,05,1,030,2019
2,2020-02-26 10:12:35.000,61506.50,13,16524,22038,400,11327.50,0,1797,4763,2,05,1,030,2019
3,2020-02-26 10:12:35.000,317.00,0,205,56,0,2.00,0,2,0,0,05,1,030,2019
4,2020-02-26 10:12:35.000,232.00,0,136,48,0,0.00,0,0,0,0,05,1,030,2019
1,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,05,2,030,2019
2,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,05,2,030,2019
1,2020-02-26 10:12:35.000,901.75,0,414,236,7,193.25,0,95,48,1,06,1,030,2019
2,2020-02-26 10:12:35.000,64942.00,0,17372,23416,328,7212.00,0,1004,3104,0,06,1,030,2019
3,2020-02-26 10:12:35.000,211.00,0,195,8,0,173.00,0,93,40,0,06,1,030,2019
4,2020-02-26 10:12:35.000,348.00,0,308,20,0,0.00,0,0,0,0,06,1,030,2019
1,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,06,2,030,2019
2,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,06,2,030,2019
1,2020-02-26 10:12:35.000,1041.00,0,419,302,8,143.50,0,71,25,10,07,1,030,2019
2,2020-02-26 10:12:35.000,69521.00,2,19152,24833,312,8578.00,0,1330,3624,0,07,1,030,2019
3,2020-02-26 10:12:35.000,53.00,0,53,0,0,0.00,0,0,0,0,07,1,030,2019
4,2020-02-26 10:12:35.000,166.00,0,86,40,0,0.00,0,0,0,0,07,1,030,2019
2,2020-02-26 10:12:35.000,62728.75,4,17680,22196,291,9720.00,0,2142,3789,0,01,1,030,2019
3,2020-02-26 10:12:35.000,9.00,0,7,1,0,0.00,0,0,0,0,01,1,030,2019
4,2020-02-26 10:12:35.000,3.00,0,1,1,0,4.00,0,4,0,0,01,1,030,2019
1,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,01,2,030,2019
2,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,01,2,030,2019
1,2020-02-26 10:12:35.000,1774.00,0,659,535,20,69.00,0,3,33,0,02,1,030,2019
2,2020-02-26 10:12:35.000,43393.50,4,12406,15387,94,7422.00,0,1868,2777,0,02,1,030,2019
3,2020-02-26 10:12:35.000,5.00,0,3,1,0,0.00,0,0,0,0,02,1,030,2019
4,2020-02-26 10:12:35.000,0.00,0,0,0,0,0.00,0,0,0,0,02,1,030,2019
4,2021-04-01 16:55:28.000,0.00,0,0,0,0,0.00,0,0,0,0,10,2,030,2020
1,2021-04-01 16:55:28.000,874.00,0,184,345,0,42.00,0,30,6,0,11,1,030,2020
2,2021-04-01 16:55:28.000,64368.50,2,20407,20907,954,14435.00,0,2695,5870,0,11,1,030,2020
3,2021-04-01 16:55:28.000,64.00,0,40,12,0,0.00,0,0,0,0,11,1,030,2020
4,2021-04-01 16:55:28.000,330.00,0,110,110,0,0.00,0,0,0,0,11,1,030,2020
1,2021-04-01 16:55:28.000,0.00,0,0,0,0,245.00,490,0,0,0,11,2,030,2020
2,2021-04-01 16:55:28.000,0.00,0,0,0,0,0.00,0,0,0,0,11,2,030,2020
1,2021-04-01 16:55:28.000,1986.25,0,55,960,5,57.00,0,3,27,0,12,1,030,2020
2,2021-04-01 16:55:28.000,67271.00,2,21644,21787,912,11211.00,0,2403,4404,0,12,1,030,2020
3,2021-04-01 16:55:28.000,225.00,0,101,62,0,8.00,0,0,4,0,12,1,030,2020
4,2021-04-01 16:55:28.000,187.00,0,41,73,0,0.00,0,0,0,0,12,1,030,2020
1,2021-04-01 16:55:28.000,0.00,0,0,0,0,0.00,0,0,0,0,12,2,030,2020
2,2021-04-01 16:55:28.000,0.00,0,0,0,0,0.00,0,0,0,0,12,2,030,2020
2,2021-04-01 16:55:28.000,0.00,0,0,0,0,0.00,0,0,0,0,10,2,030,2020
4,2021-04-01 16:55:28.000,248.00,0,196,26,0,55.00,0,55,0,0,09,1,030,2020
1,2021-04-01 16:55:28.000,0.00,0,0,0,0,173.50,347,0,0,0,09,2,030,2020
2,2021-04-01 16:55:28.000,0.00,0,0,0,0,0.00,0,0,0,0,09,2,030,2020
4,2021-04-01 16:55:28.000,83.00,0,1,41,0,0.00,0,0,0,0,10,1,030,2020
1,2021-04-01 16:55:28.000,1898.00,0,242,828,0,220.00,0,38,91,0,10,1,030,2020
2,2021-04-01 16:55:28.000,66671.25,0,17303,23747,833,10707.75,0,2442,4125,7,10,1,030,2020
3,2021-04-01 16:55:28.000,193.00,0,91,51,0,3.00,0,1,1,0,10,1,030,2020
1,2021-04-01 16:55:28.000,0.00,0,0,0,0,44.50,89,0,0,0,10,2,030,2020
2,2021-04-01 16:55:28.000,0.00,0,0,0,0,0.00,0,0,0,0,08,2,030,2020
1,2021-04-01 16:55:28.000,898.00,0,250,324,0,353.00,0,23,165,0,09,1,030,2020
2,2021-04-01 16:55:28.000,70987.00,0,17478,25868,788,10944.50,0,2132,4395,10,09,1,030,2020
3,2021-04-01 16:55:28.000,443.00,0,271,86,0,0.00,0,0,0,0,09,1,030,2020
3,2021-04-01 16:55:28.000,33.00,0,31,1,0,0.00,0,0,0,0,08,1,030,2020
4,2021-04-01 16:55:28.000,96.00,0,90,3,0,0.00,0,0,0,0,08,1,030,2020
1,2021-04-01 16:55:28.000,0.00,0,0,0,0,351.00,702,0,0,0,08,2,030,2020
1,2021-04-01 16:55:28.000,0.00,0,0,0,0,0.00,0,0,0,0,03,2,030,2020
2,2021-04-01 16:55:28.000,0.00,0,0,0,0,0.00,0,0,0,0,03,2,030,2020
4,2021-04-01 16:55:28.000,0.00,0,0,0,0,0.00,0,0,0,0,03,2,030,2020
1,2021-04-01 16:55:28.000,1062.00,0,438,312,0,190.00,0,188,1,0,04,1,030,2020
2,2021-04-01 16:55:28.000,69807.50,0,20138,24405,382,7230.00,0,1446,2892,0,04,1,030,2020
3,2021-04-01 16:55:28.000,282.00,0,36,123,0,0.00,0,0,0,0,04,1,030,2020
4,2021-04-01 16:55:28.000,76.00,0,36,20,0,6.00,0,0,3,0,04,1,030,2020
1,2021-04-01 16:55:28.000,0.00,0,0,0,0,0.00,0,0,0,0,04,2,030,2020
2,2021-04-01 16:55:28.000,0.00,0,0,0,0,0.00,0,0,0,0,04,2,030,2020
4,2021-04-01 16:55:28.000,0.00,0,0,0,0,0.00,0,0,0,0,04,2,030,2020
1,2021-04-01 16:55:28.000,392.00,0,120,136,0,85.00,0,7,39,0,05,1,030,2020
2,2021-04-01 16:55:28.000,71663.75,4,19210,25597,559,13847.00,0,2359,5744,0,05,1,030,2020
3,2021-04-01 16:55:28.000,265.00,0,113,76,0,0.00,0,0,0,0,05,1,030,2020
4,2021-04-01 16:55:28.000,135.00,0,105,15,0,0.00,0,0,0,0,05,1,030,2020
1,2021-04-01 16:55:28.000,0.00,0,0,0,0,39.50,79,0,0,0,05,2,030,2020
2,2021-04-01 16:55:28.000,0.00,0,0,0,0,0.00,0,0,0,0,05,2,030,2020
4,2021-04-01 16:55:28.000,0.00,0,0,0,0,0.00,0,0,0,0,05,2,030,2020
1,2021-04-01 16:55:28.000,426.00,0,56,185,0,155.00,0,1,77,0,06,1,030,2020
2,2021-04-01 16:55:28.000,72337.75,4,19360,25742,663,9771.00,0,1625,4073,0,06,1,030,2020
3,2021-04-01 16:55:28.000,238.00,0,180,29,0,0.00,0,0,0,0,06,1,030,2020
4,2021-04-01 16:55:28.000,246.00,0,138,54,0,0.00,0,0,0,0,06,1,030,2020
1,2021-04-01 16:55:28.000,0.00,0,0,0,0,0.00,0,0,0,0,06,2,030,2020
2,2021-04-01 16:55:28.000,0.00,0,0,0,0,0.00,0,0,0,0,06,2,030,2020
4,2021-04-01 16:55:28.000,202.00,0,190,6,0,40.00,0,40,0,0,07,1,030,2020
1,2021-04-01 16:55:28.000,653.25,0,152,245,5,53.00,0,39,7,0,07,1,030,2020
2,2021-04-01 16:55:28.000,78238.50,0,19037,28586,902,11418.50,0,1750,4832,2,07,1,030,2020
3,2021-04-01 16:55:28.000,208.00,0,200,4,0,0.00,0,0,0,0,07,1,030,2020
1,2021-04-01 16:55:28.000,0.00,0,0,0,0,67.00,134,0,0,0,07,2,030,2020
2,2021-04-01 16:55:28.000,0.00,0,0,0,0,0.00,0,0,0,0,07,2,030,2020
3,2021-04-01 16:55:28.000,0.00,0,0,0,0,0.00,0,0,0,0,07,2,030,2020
1,2021-04-01 16:55:28.000,902.00,0,148,377,0,119.00,0,25,47,0,08,1,030,2020
2,2021-04-01 16:55:28.000,71769.50,0,14960,27606,710,8626.00,0,1969,3306,20,08,1,030,2020
2,2021-04-01 16:55:28.000,0.00,0,0,0,0,0.00,0,0,0,0,01,2,030,2020
3,2021-04-01 16:55:28.000,0.00,0,0,0,0,0.00,0,0,0,0,01,2,030,2020
1,2021-04-01 16:55:28.000,2254.00,0,1136,559,0,355.00,0,177,89,0,02,1,030,2020
2,2021-04-01 16:55:28.000,45222.50,0,11127,16942,94,5789.00,0,1625,2082,0,02,1,030,2020
3,2021-04-01 16:55:28.000,474.00,0,100,187,0,180.00,0,100,40,0,02,1,030,2020
4,2021-04-01 16:55:28.000,414.00,0,100,157,0,100.00,0,70,15,0,02,1,030,2020
1,2021-04-01 16:55:28.000,0.00,0,0,0,0,0.00,0,0,0,0,02,2,030,2020
2,2021-04-01 16:55:28.000,0.00,0,0,0,0,0.00,0,0,0,0,02,2,030,2020
4,2021-04-01 16:55:28.000,0.00,0,0,0,0,0.00,0,0,0,0,02,2,030,2020
1,2021-04-01 16:55:28.000,1884.00,0,523,649,28,607.50,0,367,109,10,03,1,030,2020
2,2021-04-01 16:55:28.000,49165.50,2,15148,16727,250,5498.75,0,1267,2099,15,03,1,030,2020
3,2021-04-01 16:55:28.000,413.00,0,45,184,0,48.00,0,0,24,0,03,1,030,2020
4,2021-04-01 16:55:28.000,227.00,0,45,91,0,114.00,0,100,7,0,03,1,030,2020
1,2021-04-01 16:55:28.000,910.00,0,384,263,0,315.00,0,111,102,0,01,1,030,2020
2,2021-04-01 16:55:28.000,66506.00,2,18296,23785,284,8913.00,0,1637,3638,0,01,1,030,2020
3,2021-04-01 16:55:28.000,190.00,0,104,43,0,0.00,0,0,0,0,01,1,030,2020
4,2021-04-01 16:55:28.000,100.00,0,100,0,0,24.00,0,2,11,0,01,1,030,2020
1,2021-04-01 16:55:28.000,0.00,0,0,0,0,151.50,303,0,0,0,01,2,030,2020
3,2022-04-19 19:03:35.000,330.00,0,100,115,0,1.00,0,1,0,0,12,1,030,2021
4,2022-04-19 19:03:35.000,270.00,0,40,115,0,12.00,0,0,6,0,12,1,030,2021
1,2022-04-19 19:03:35.000,0.00,0,0,0,0,47.50,95,0,0,0,12,2,030,2021
2,2022-04-19 19:03:35.000,0.00,0,0,0,0,0.00,0,0,0,0,12,2,030,2021
3,2022-04-19 19:03:35.000,596.00,0,464,66,0,6.00,0,0,3,0,08,1,030,2021
4,2022-04-19 19:03:35.000,190.00,0,114,38,0,108.00,0,68,20,0,08,1,030,2021
1,2022-04-19 19:03:35.000,0.00,0,0,0,0,0.00,0,0,0,0,08,2,030,2021
2,2022-04-19 19:03:35.000,0.00,0,0,0,0,0.00,0,0,0,0,08,2,030,2021
1,2022-04-19 19:03:35.000,1038.00,0,310,364,0,33.00,0,11,11,0,09,1,030,2021
2,2022-04-19 19:03:35.000,60282.25,2,16600,20890,845,7120.00,0,1704,2708,0,09,1,030,2021
3,2022-04-19 19:03:35.000,1196.00,0,484,356,0,0.00,0,0,0,0,09,1,030,2021
4,2022-04-19 19:03:35.000,1045.00,0,533,256,0,0.00,0,0,0,0,09,1,030,2021
1,2022-04-19 19:03:35.000,0.00,0,0,0,0,7.50,15,0,0,0,09,2,030,2021
2,2022-04-19 19:03:35.000,0.00,0,0,0,0,0.00,0,0,0,0,09,2,030,2021
1,2022-04-19 19:03:35.000,672.25,0,435,113,5,187.50,0,2,86,6,10,1,030,2021
2,2022-04-19 19:03:35.000,65043.25,0,18788,22177,845,7385.00,0,2761,2312,0,10,1,030,2021
3,2022-04-19 19:03:35.000,615.00,0,151,232,0,0.00,0,0,0,0,10,1,030,2021
4,2022-04-19 19:03:35.000,766.00,0,224,271,0,0.00,0,0,0,0,10,1,030,2021
1,2022-04-19 19:03:35.000,0.00,0,0,0,0,27.50,55,0,0,0,10,2,030,2021
2,2022-04-19 19:03:35.000,0.00,0,0,0,0,0.00,0,0,0,0,10,2,030,2021
1,2022-04-19 19:03:35.000,1034.00,0,460,287,0,27.00,0,3,12,0,11,1,030,2021
2,2022-04-19 19:03:35.000,59589.75,0,17440,20230,751,11018.00,0,2862,4078,0,11,1,030,2021
3,2022-04-19 19:03:35.000,139.00,0,139,0,0,0.00,0,0,0,0,11,1,030,2021
4,2022-04-19 19:03:35.000,442.00,0,166,138,0,0.00,0,0,0,0,11,1,030,2021
1,2022-04-19 19:03:35.000,0.00,0,0,0,0,0.00,0,0,0,0,11,2,030,2021
2,2022-04-19 19:03:35.000,0.00,0,0,0,0,0.00,0,0,0,0,11,2,030,2021
1,2022-04-19 19:03:35.000,2007.00,0,201,903,0,117.00,0,25,46,0,12,1,030,2021
2,2022-04-19 19:03:35.000,70070.25,0,22869,22812,701,10645.00,0,2533,4056,0,12,1,030,2021
1,2022-04-19 19:03:35.000,0.00,0,0,0,0,0.00,0,0,0,0,03,2,030,2021
2,2022-04-19 19:03:35.000,0.00,0,0,0,0,0.00,0,0,0,0,03,2,030,2021
1,2022-04-19 19:03:35.000,1556.00,0,82,737,0,189.00,0,3,93,0,04,1,030,2021
2,2022-04-19 19:03:35.000,70360.00,2,22554,22908,884,8124.00,0,2120,3002,0,04,1,030,2021
3,2022-04-19 19:03:35.000,268.00,0,166,51,0,14.00,0,14,0,0,04,1,030,2021
4,2022-04-19 19:03:35.000,390.00,0,274,58,0,40.00,0,8,16,0,04,1,030,2021
1,2022-04-19 19:03:35.000,0.00,0,0,0,0,0.00,0,0,0,0,04,2,030,2021
2,2022-04-19 19:03:35.000,0.00,0,0,0,0,0.00,0,0,0,0,04,2,030,2021
1,2022-04-19 19:03:35.000,1434.25,0,185,610,13,291.00,0,5,143,0,05,1,030,2021
2,2022-04-19 19:03:35.000,73305.75,2,21339,25003,871,8175.00,0,1819,3178,0,05,1,030,2021
3,2022-04-19 19:03:35.000,180.00,0,180,0,0,16.00,0,0,8,0,05,1,030,2021
4,2022-04-19 19:03:35.000,118.00,0,100,9,0,80.00,0,80,0,0,05,1,030,2021
1,2022-04-19 19:03:35.000,0.00,0,0,0,0,0.00,0,0,0,0,05,2,030,2021
2,2022-04-19 19:03:35.000,0.00,0,0,0,0,0.00,0,0,0,0,05,2,030,2021
1,2022-04-19 19:03:35.000,1144.00,0,44,550,0,49.00,0,5,22,0,06,1,030,2021
2,2022-04-19 19:03:35.000,68319.25,0,21424,22398,933,9230.50,0,1896,3665,2,06,1,030,2021
3,2022-04-19 19:03:35.000,628.00,0,560,34,0,0.00,0,0,0,0,06,1,030,2021
4,2022-04-19 19:03:35.000,428.00,0,360,34,0,0.00,0,0,0,0,06,1,030,2021
1,2022-04-19 19:03:35.000,0.00,0,0,0,0,124.50,249,0,0,0,06,2,030,2021
2,2022-04-19 19:03:35.000,0.00,0,0,0,0,0.00,0,0,0,0,06,2,030,2021
1,2022-04-19 19:03:35.000,1695.00,0,273,711,0,104.00,0,76,14,0,07,1,030,2021
2,2022-04-19 19:03:35.000,72239.25,0,19405,25426,881,10532.00,0,3322,3605,0,07,1,030,2021
3,2022-04-19 19:03:35.000,234.00,0,156,39,0,0.00,0,0,0,0,07,1,030,2021
4,2022-04-19 19:03:35.000,281.00,0,255,13,0,100.00,0,100,0,0,07,1,030,2021
1,2022-04-19 19:03:35.000,0.00,0,0,0,0,95.50,191,0,0,0,07,2,030,2021
2,2022-04-19 19:03:35.000,0.00,0,0,0,0,0.00,0,0,0,0,07,2,030,2021
1,2022-04-19 19:03:35.000,2275.00,0,311,982,0,197.00,0,119,39,0,08,1,030,2021
2,2022-04-19 19:03:35.000,65812.25,0,21696,21085,865,8808.00,0,2118,3345,0,08,1,030,2021
1,2022-04-19 19:03:35.000,1002.00,0,60,471,0,153.25,0,54,44,5,01,1,030,2021
2,2022-04-19 19:03:35.000,72764.25,0,20328,25227,881,10978.00,0,3052,3963,0,01,1,030,2021
3,2022-04-19 19:03:35.000,336.00,0,208,64,0,0.00,0,0,0,0,01,1,030,2021
4,2022-04-19 19:03:35.000,332.00,0,208,62,0,0.00,0,0,0,0,01,1,030,2021
1,2022-04-19 19:03:35.000,0.00,0,0,0,0,0.00,0,0,0,0,01,2,030,2021
2,2022-04-19 19:03:35.000,0.00,0,0,0,0,0.00,0,0,0,0,01,2,030,2021
1,2022-04-19 19:03:35.000,3249.00,0,461,1394,0,99.00,0,9,45,0,03,1,030,2021
