esbCntcDt,forEmpTeu,forEmp_10,forEmp_20,forEmp_40,forEmp_99,GInOut,korEmpTeu,korEmp_10,korEmp_20,korEmp_40,korEmp_99,mm,ocCt,prtAtCode,yyyy
2025-01-17 10:40:22.000,166.00,0,0,83,0,4,0.00,0,0,0,0,12,1,030,2024
2025-01-14 15:37:43.000,8225.25,0,342,3936,5,1,68.50,0,12,17,10,01,1,030,2024
2025-01-14 15:37:43.000,76314.00,0,22110,25968,1008,2,9938.00,0,2010,3964,0,01,1,030,2024
2025-01-14 15:37:43.000,144.00,0,0,72,0,3,0.00,0,0,0,0,01,1,030,2024
2025-01-14 15:37:43.000,350.00,0,250,50,0,4,0.00,0,0,0,0,01,1,030,2024
2025-01-14 15:37:43.000,0.00,0,0,0,0,1,0.00,0,0,0,0,01,2,030,2024
2025-01-14 15:37:43.000,0.00,0,0,0,0,2,0.00,0,0,0,0,01,2,030,2024
2025-01-14 15:37:43.000,15487.00,0,663,7412,0,1,683.00,0,11,336,0,02,1,030,2024
2025-01-14 15:37:43.000,57608.50,0,16706,19999,402,2,10731.00,0,2397,4167,0,02,1,030,2024
2025-01-14 15:37:43.000,146.00,0,130,8,0,3,21.00,0,9,6,0,02,1,030,2024
2025-01-14 15:37:43.000,69.00,0,9,30,0,4,12.00,0,0,6,0,02,1,030,2024
2025-01-14 15:37:43.000,14959.00,0,1219,6870,0,1,758.00,0,130,314,0,03,1,030,2024
2025-01-14 15:37:43.000,60087.00,0,16331,20717,1032,2,8277.00,0,1695,3291,0,03,1,030,2024
2025-01-14 15:37:43.000,626.00,0,208,209,0,3,0.00,0,0,0,0,03,1,030,2024
2025-01-14 15:37:43.000,576.00,0,338,119,0,4,0.00,0,0,0,0,03,1,030,2024
2025-01-14 16:07:45.000,7318.50,0,272,3521,2,1,307.00,0,59,124,0,08,1,030,2024
2025-01-14 16:07:45.000,72998.00,0,21117,24730,1076,2,7886.00,0,1890,2998,0,08,1,030,2024
2025-01-14 16:07:45.000,110.00,0,0,55,0,3,0.00,0,0,0,0,08,1,030,2024
2025-01-14 16:07:45.000,0.00,0,0,0,0,4,0.00,0,0,0,0,08,1,030,2024
2025-01-14 15:47:44.000,13647.00,0,859,6394,0,1,328.00,0,22,153,0,04,1,030,2024
2025-01-14 15:47:44.000,64165.25,0,21279,20182,1121,2,9617.00,0,2061,3778,0,04,1,030,2024
2025-01-14 15:47:44.000,734.00,0,252,241,0,3,0.00,0,0,0,0,04,1,030,2024
2025-01-14 15:47:44.000,738.00,0,152,293,0,4,0.00,0,0,0,0,04,1,030,2024
2025-01-14 15:47:44.000,0.00,0,0,0,0,1,0.00,0,0,0,0,04,2,030,2024
2025-01-14 15:47:44.000,0.00,0,0,0,0,2,0.00,0,0,0,0,04,2,030,2024
2025-01-14 15:47:44.000,11415.25,0,367,5523,1,1,262.00,0,6,128,0,05,1,030,2024
2025-01-14 15:47:44.000,66263.75,0,20347,21614,1195,2,9214.00,0,1984,3615,0,05,1,030,2024
2025-01-14 15:47:44.000,442.00,0,218,112,0,3,0.00,0,0,0,0,05,1,030,2024
2025-01-14 15:47:44.000,334.00,0,238,48,0,4,0.00,0,0,0,0,05,1,030,2024
2025-01-14 15:47:44.000,5546.00,0,340,2603,0,1,2145.00,0,133,1006,0,06,1,030,2024
2025-01-14 15:47:44.000,68171.50,0,20488,22710,1006,2,9150.25,0,2988,3080,1,06,1,030,2024
2025-01-14 15:47:44.000,251.00,0,109,71,0,3,0.00,0,0,0,0,06,1,030,2024
2025-01-14 15:47:44.000,140.00,0,100,20,0,4,0.00,0,0,0,0,06,1,030,2024
