esbCntcDt,forEmpTeu,forEmp_10,forEmp_20,forEmp_40,forEmp_99,GInOut,korEmpTeu,korEmp_10,korEmp_20,korEmp_40,korEmp_99,mm,ocCt,prtAtCode,yyyy
2024-03-26 14:55:57.000,56441.25,3,18446,17864,1007,2,15370.00,0,2936,6217,0,07,1,030,2023
2024-03-26 14:55:57.000,19.00,0,1,9,0,3,2.00,0,0,1,0,07,1,030,2023
2024-03-26 14:55:57.000,21.00,0,5,8,0,4,4.00,0,0,2,0,07,1,030,2023
2024-03-26 14:55:57.000,0.00,0,0,0,0,1,0.00,0,0,0,0,07,2,030,2023
2024-03-26 14:55:57.000,0.00,0,0,0,0,2,0.00,0,0,0,0,07,2,030,2023
2024-03-26 14:55:57.000,9551.00,0,522,4492,20,1,1066.00,0,168,449,0,08,1,030,2023
2024-03-26 14:55:57.000,56527.75,0,17948,18193,975,2,13333.50,0,2675,5327,2,08,1,030,2023
2024-03-26 14:55:57.000,0.00,0,0,0,0,3,0.00,0,0,0,0,08,1,030,2023
2024-03-26 14:55:57.000,2.00,0,2,0,0,4,0.00,0,0,0,0,08,1,030,2023
2024-03-26 14:55:57.000,11805.50,0,592,5600,6,1,224.00,0,2,111,0,09,1,030,2023
2024-03-26 14:55:57.000,62746.50,0,20211,20172,974,2,14419.25,0,2009,6204,1,09,1,030,2023
2024-03-26 14:55:57.000,156.00,0,132,12,0,3,0.00,0,0,0,0,09,1,030,2023
2024-03-26 14:55:57.000,34.00,0,10,12,0,4,0.00,0,0,0,0,09,1,030,2023
2024-03-26 14:25:56.000,7603.50,0,1223,3179,10,1,510.00,0,60,225,0,01,1,030,2023
2024-03-26 14:25:56.000,59482.50,0,19373,19130,822,2,12679.00,0,3599,4540,0,01,1,030,2023
2024-03-26 14:35:57.000,0.00,0,0,0,0,2,11.00,22,0,0,0,04,2,030,2023
2024-03-26 14:35:57.000,9021.00,0,663,4179,0,1,1184.00,0,120,532,0,05,1,030,2023
2024-03-26 14:35:57.000,58437.00,0,19797,18195,1000,2,10515.00,0,2383,4066,0,05,1,030,2023
2024-03-26 14:35:57.000,0.00,0,0,0,0,3,0.00,0,0,0,0,05,1,030,2023
2024-03-26 14:35:57.000,34.00,0,34,0,0,4,0.00,0,0,0,0,05,1,030,2023
2024-03-26 14:35:57.000,11425.00,0,977,5224,0,1,313.00,0,199,57,0,06,1,030,2023
2024-03-26 14:35:57.000,56765.50,0,20348,17113,974,2,11891.25,0,2307,4782,9,06,1,030,2023
2024-03-26 14:35:57.000,0.00,0,0,0,0,3,0.00,0,0,0,0,06,1,030,2023
2024-03-26 14:35:57.000,10.00,0,0,5,0,4,0.00,0,0,0,0,06,1,030,2023
2024-03-26 14:35:57.000,10803.75,0,1456,4657,15,1,892.00,0,38,427,0,04,1,030,2023
2024-03-26 14:35:57.000,57664.50,0,17705,18938,926,2,13411.00,0,3209,5092,8,04,1,030,2023
2024-03-26 14:35:57.000,34.00,0,34,0,0,3,0.00,0,0,0,0,04,1,030,2023
2024-03-26 14:35:57.000,5.00,0,1,2,0,4,0.00,0,0,0,0,04,1,030,2023
2024-03-26 14:35:57.000,0.00,0,0,0,0,1,9.50,19,0,0,0,04,2,030,2023
